Stock,Species,Areas,AreaType,StockDescription
rja.27.nea,RJA,27.10,IC_Sub-areas,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.12,IC_Sub-areas,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.14,IC_Sub-areas,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.2.a,IC_Divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.2.b,IC_Divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.3.a,IC_Divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.3.d,IC_Divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.4.b,IC_Divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.4.c,IC_Divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.5.a,IC_Divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.5.b,IC_Divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.6.a,IC_Divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.6.b,IC_Divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.7.a,IC_Divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.7.d,IC_Divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.7.e,IC_Divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.7.f,IC_Divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.14.a,IC_Divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.14.b,IC_Divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.5.b.1,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.5.b.2,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.3.c.22,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.3.b.23,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.3.d.24,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.3.d.25,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.3.d.26,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.3.d.27,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.3.d.28,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.3.d.29,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.3.d.30,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.3.d.31,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.3.d.32,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.3.b,IC_Divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.3.c,IC_Divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.7.b,IC_Divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.7.c,IC_Divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.7.g,IC_Divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.7.h,IC_Divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.7.j,IC_Divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.7.k,IC_Divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.8.a,IC_Divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.8.b,IC_Divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.8.c,IC_Divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.8.d,IC_Divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.8.e,IC_Divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.9.a,IC_Divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.9.b,IC_Divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27,IC_AreaTopLevel,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.3.a.21,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.3.a.20,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.3.d.28.1,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.3.d.28.2,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.12.b,IC_Divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.1.b,IC_Divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.2.a.1,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.2.a.2,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.12.c,IC_Divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.10.a.2,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.10.a,IC_Divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.10.a.1,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.10.b,IC_Divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.9.b.1,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.9.b.2,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.12.a,IC_Divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.12.a.1,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.12.a.2,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.12.a.3,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.12.a.4,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.5.a.1,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.14.b.1,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.14.b.2,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.5.a.2,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.6.b.2,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.6.b.1,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.7.c.1,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.7.c.2,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.7.j.1,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.7.j.2,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.7.k.1,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.7.k.2,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.8.d.1,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.8.d.2,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.8.e.1,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.8.e.2,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.2.b.1,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rja.27.nea,RJA,27.2.b.2,IC_Sub-divisions,White skate (Rostroraja alba) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
rjb.27.3a4,RJB,27.4,IC_Sub-areas,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 4 and Division 3.a (North Sea, Skagerrak and Kattegat)
rjb.27.3a4,RJB,27.4.a,IC_Divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 4 and Division 3.a (North Sea, Skagerrak and Kattegat)
rjb.27.3a4,RJB,27.3.a,IC_Divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 4 and Division 3.a (North Sea, Skagerrak and Kattegat)
rjb.27.3a4,RJB,27.4.b,IC_Divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 4 and Division 3.a (North Sea, Skagerrak and Kattegat)
rjb.27.3a4,RJB,27.4.c,IC_Divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 4 and Division 3.a (North Sea, Skagerrak and Kattegat)
rjb.27.3a4,RJB,27.3.a.21,IC_Sub-divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 4 and Division 3.a (North Sea, Skagerrak and Kattegat)
rjb.27.3a4,RJB,27.3.a.20,IC_Sub-divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 4 and Division 3.a (North Sea, Skagerrak and Kattegat)
rjb.27.67a-ce-k,RJB,27.6,IC_Sub-areas,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 6 and Divisions 7.a-c and 7.e-k (Celtic Seas and western English Channel)
rjb.27.67a-ce-k,RJB,27.6.a,IC_Divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 6 and Divisions 7.a-c and 7.e-k (Celtic Seas and western English Channel)
rjb.27.67a-ce-k,RJB,27.6.b,IC_Divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 6 and Divisions 7.a-c and 7.e-k (Celtic Seas and western English Channel)
rjb.27.67a-ce-k,RJB,27.7.a,IC_Divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 6 and Divisions 7.a-c and 7.e-k (Celtic Seas and western English Channel)
rjb.27.67a-ce-k,RJB,27.7.e,IC_Divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 6 and Divisions 7.a-c and 7.e-k (Celtic Seas and western English Channel)
rjb.27.67a-ce-k,RJB,27.7.f,IC_Divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 6 and Divisions 7.a-c and 7.e-k (Celtic Seas and western English Channel)
rjb.27.67a-ce-k,RJB,27.7.b,IC_Divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 6 and Divisions 7.a-c and 7.e-k (Celtic Seas and western English Channel)
rjb.27.67a-ce-k,RJB,27.7.c,IC_Divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 6 and Divisions 7.a-c and 7.e-k (Celtic Seas and western English Channel)
rjb.27.67a-ce-k,RJB,27.7.g,IC_Divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 6 and Divisions 7.a-c and 7.e-k (Celtic Seas and western English Channel)
rjb.27.67a-ce-k,RJB,27.7.h,IC_Divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 6 and Divisions 7.a-c and 7.e-k (Celtic Seas and western English Channel)
rjb.27.67a-ce-k,RJB,27.6.a.n,IC_Sub-divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 6 and Divisions 7.a-c and 7.e-k (Celtic Seas and western English Channel)
rjb.27.67a-ce-k,RJB,27.6.a.s,IC_Sub-divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 6 and Divisions 7.a-c and 7.e-k (Celtic Seas and western English Channel)
rjb.27.67a-ce-k,RJB,27.7.a.n,IC_Sub-divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 6 and Divisions 7.a-c and 7.e-k (Celtic Seas and western English Channel)
rjb.27.67a-ce-k,RJB,27.7.a.s,IC_Sub-divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 6 and Divisions 7.a-c and 7.e-k (Celtic Seas and western English Channel)
rjb.27.67a-ce-k,RJB,27.6.b.2,IC_Sub-divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 6 and Divisions 7.a-c and 7.e-k (Celtic Seas and western English Channel)
rjb.27.67a-ce-k,RJB,27.6.b.1,IC_Sub-divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 6 and Divisions 7.a-c and 7.e-k (Celtic Seas and western English Channel)
rjb.27.67a-ce-k,RJB,27.7.c.1,IC_Sub-divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 6 and Divisions 7.a-c and 7.e-k (Celtic Seas and western English Channel)
rjb.27.67a-ce-k,RJB,27.7.c.2,IC_Sub-divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 6 and Divisions 7.a-c and 7.e-k (Celtic Seas and western English Channel)
rjb.27.67a-ce-k,RJB,27.7.j.1,IC_Sub-divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 6 and Divisions 7.a-c and 7.e-k (Celtic Seas and western English Channel)
rjb.27.67a-ce-k,RJB,27.7.j.2,IC_Sub-divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 6 and Divisions 7.a-c and 7.e-k (Celtic Seas and western English Channel)
rjb.27.67a-ce-k,RJB,27.7.k.1,IC_Sub-divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 6 and Divisions 7.a-c and 7.e-k (Celtic Seas and western English Channel)
rjb.27.67a-ce-k,RJB,27.7.k.2,IC_Sub-divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 6 and Divisions 7.a-c and 7.e-k (Celtic Seas and western English Channel)
rjb.27.89a,RJB,27.8,IC_Sub-areas,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)
rjb.27.89a,RJB,27.8.a,IC_Divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)
rjb.27.89a,RJB,27.8.b,IC_Divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)
rjb.27.89a,RJB,27.8.c,IC_Divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)
rjb.27.89a,RJB,27.8.d,IC_Divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)
rjb.27.89a,RJB,27.8.e,IC_Divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)
rjb.27.89a,RJB,27.9.a,IC_Divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)
rjb.27.89a,RJB,27.9.a.n,IC_Sub-divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)
rjb.27.89a,RJB,27.9.a.s,IC_Sub-divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)
rjb.27.89a,RJB,27.9.a.c.n,IC_AreaUnit,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)
rjb.27.89a,RJB,27.9.a.c.s,IC_AreaUnit,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)
rjb.27.89a,RJB,27.8.c.w,IC_Sub-divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)
rjb.27.89a,RJB,27.8.c.e,IC_Sub-divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)
rjb.27.89a,RJB,27.9.a.s.a,IC_AreaUnit,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)
rjb.27.89a,RJB,27.9.a.s.c,IC_AreaUnit,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)
rjb.27.89a,RJB,27.8.d.1,IC_Sub-divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)
rjb.27.89a,RJB,27.8.d.2,IC_Sub-divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)
rjb.27.89a,RJB,27.8.e.1,IC_Sub-divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)
rjb.27.89a,RJB,27.8.e.2,IC_Sub-divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)
rjb.27.89a,RJB,27.9.a.c,IC_Sub-divisions,Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)
rjc.27.3a47d,RJC,27.4,IC_Sub-areas,Thornback ray (Raja clavata) in Subarea 4 and Divisions 3.a and 7.d (North Sea, Skagerrak, Kattegat, and eastern English Channel)
rjc.27.3a47d,RJC,27.4.a,IC_Divisions,Thornback ray (Raja clavata) in Subarea 4 and Divisions 3.a and 7.d (North Sea, Skagerrak, Kattegat, and eastern English Channel)
rjc.27.3a47d,RJC,27.3.a,IC_Divisions,Thornback ray (Raja clavata) in Subarea 4 and Divisions 3.a and 7.d (North Sea, Skagerrak, Kattegat, and eastern English Channel)
rjc.27.3a47d,RJC,27.4.b,IC_Divisions,Thornback ray (Raja clavata) in Subarea 4 and Divisions 3.a and 7.d (North Sea, Skagerrak, Kattegat, and eastern English Channel)
rjc.27.3a47d,RJC,27.4.c,IC_Divisions,Thornback ray (Raja clavata) in Subarea 4 and Divisions 3.a and 7.d (North Sea, Skagerrak, Kattegat, and eastern English Channel)
rjc.27.3a47d,RJC,27.7.d,IC_Divisions,Thornback ray (Raja clavata) in Subarea 4 and Divisions 3.a and 7.d (North Sea, Skagerrak, Kattegat, and eastern English Channel)
rjc.27.3a47d,RJC,27.3.a.21,IC_Sub-divisions,Thornback ray (Raja clavata) in Subarea 4 and Divisions 3.a and 7.d (North Sea, Skagerrak, Kattegat, and eastern English Channel)
rjc.27.3a47d,RJC,27.3.a.20,IC_Sub-divisions,Thornback ray (Raja clavata) in Subarea 4 and Divisions 3.a and 7.d (North Sea, Skagerrak, Kattegat, and eastern English Channel)
rjc.27.6,RJC,27.6,IC_Sub-areas,Thornback ray (Raja clavata) in Subarea 6 (West of Scotland)
rjc.27.6,RJC,27.6.a,IC_Divisions,Thornback ray (Raja clavata) in Subarea 6 (West of Scotland)
rjc.27.6,RJC,27.6.b,IC_Divisions,Thornback ray (Raja clavata) in Subarea 6 (West of Scotland)
rjc.27.6,RJC,27.6.a.n,IC_Sub-divisions,Thornback ray (Raja clavata) in Subarea 6 (West of Scotland)
rjc.27.6,RJC,27.6.a.s,IC_Sub-divisions,Thornback ray (Raja clavata) in Subarea 6 (West of Scotland)
rjc.27.6,RJC,27.6.b.2,IC_Sub-divisions,Thornback ray (Raja clavata) in Subarea 6 (West of Scotland)
rjc.27.6,RJC,27.6.b.1,IC_Sub-divisions,Thornback ray (Raja clavata) in Subarea 6 (West of Scotland)
rjc.27.7afg,RJC,27.7.a,IC_Divisions,Thornback ray (Raja clavata) in Divisions 7.a and 7.f-g (Irish Sea, Bristol Channel, Celtic Sea North)
rjc.27.7afg,RJC,27.7.f,IC_Divisions,Thornback ray (Raja clavata) in Divisions 7.a and 7.f-g (Irish Sea, Bristol Channel, Celtic Sea North)
rjc.27.7afg,RJC,27.7.g,IC_Divisions,Thornback ray (Raja clavata) in Divisions 7.a and 7.f-g (Irish Sea, Bristol Channel, Celtic Sea North)
rjc.27.7e,RJC,27.7.e,IC_Divisions,Thornback ray (Raja clavata) in Division 7.e (western English Channel)
rjc.27.8abd,RJC,27.8.a,IC_Divisions,Thornback ray (Raja clavata) in divisions 8.a-b and 8.d (Bay of Biscay)
rjc.27.8abd,RJC,27.8.b,IC_Divisions,Thornback ray (Raja clavata) in divisions 8.a-b and 8.d (Bay of Biscay)
rjc.27.8abd,RJC,27.8.d,IC_Divisions,Thornback ray (Raja clavata) in divisions 8.a-b and 8.d (Bay of Biscay)
rjc.27.8abd,RJC,27.8.d.1,IC_Sub-divisions,Thornback ray (Raja clavata) in divisions 8.a-b and 8.d (Bay of Biscay)
rjc.27.8abd,RJC,27.8.d.2,IC_Sub-divisions,Thornback ray (Raja clavata) in divisions 8.a-b and 8.d (Bay of Biscay)
