AphiaId,AphiaId_Desc,ICES_Vocab_CodeType_Worms_AphiaId,ASFIS_Code,ASFIS_Code_Desc,ICES_Vocab_CodeType_FAO_ASFIS
217966,Fistularia commersonii,SpecWoRMS,FIO,Fistularia commersonii,SpecASFIS
159439,Fistularia petimba,SpecWoRMS,FIP,Fistularia petimba,SpecASFIS
159438,Fistularia,SpecWoRMS,FIT,Fistularia spp,SpecASFIS
137091,Balaenoptera physalus,SpecWoRMS,FIW,Balaenoptera physalus,SpecASFIS
282218,Percophis brasiliensis,SpecWoRMS,FLA,Percophis brasiliensis,SpecASFIS
127141,Platichthys flesus,SpecWoRMS,FLE,Platichthys flesus,SpecASFIS
1383416,Flabellum alabastrum,SpecWoRMS,FLQ,Flabellum alabastrum,SpecASFIS
158885,Pseudopleuronectes americanus,SpecWoRMS,FLW,Pseudopleuronectes americanus,SpecASFIS
10331,Pleuronectiformes,SpecWoRMS,FLX,Pleuronectiformes,SpecASFIS
154675,Lumpenus lampretaeformis,SpecWoRMS,FML,Lumpenus lampretaeformis,SpecASFIS
509237,Semicassis saburon,SpecWoRMS,FMS,Semicassis saburon,SpecASFIS
123245,Astropecten,SpecWoRMS,FNC,Astropecten spp,SpecASFIS
123856,Astropecten aranciacus,SpecWoRMS,FND,Astropecten aranciacus,SpecASFIS
137195,Fulmarus glacialis,SpecWoRMS,FNO,Fulmarus glacialis,SpecASFIS
123133,Asterinidae,SpecWoRMS,FNR,Asterinidae,SpecASFIS
126502,Phycis phycis,SpecWoRMS,FOR,Phycis phycis,SpecASFIS
125773,Phycis,SpecWoRMS,FOX,Phycis spp,SpecASFIS
137131,Fratercula arctica,SpecWoRMS,FPA,Fratercula arctica,SpecASFIS
151353,Perca fluviatilis,SpecWoRMS,FPE,Perca fluviatilis,SpecASFIS
154210,Esox lucius,SpecWoRMS,FPI,Esox lucius,SpecASFIS
107052,Pasiphaea,SpecWoRMS,FPO,Pasiphaea spp,SpecASFIS
151308,Sander lucioperca,SpecWoRMS,FPP,Sander lucioperca,SpecASFIS
106790,Pasiphaeidae,SpecWoRMS,FPQ,Pasiphaeidae,SpecASFIS
140744,Philine aperta,SpecWoRMS,FPT,Philine aperta,SpecASFIS
128506,Funiculina quadrangularis,SpecWoRMS,FQJ,Funiculina quadrangularis,SpecASFIS
150672,Pentapora foliacea,SpecWoRMS,FQN,Pentapora foliacea,SpecASFIS
564909,Acanthephyra eximia,SpecWoRMS,FQQ,Acanthephyra eximia,SpecASFIS
254964,Pontoporia blainvillei,SpecWoRMS,FRA,Pontoporia blainvillei,SpecASFIS
137099,Lagenodelphis hosei,SpecWoRMS,FRD,Lagenodelphis hosei,SpecASFIS
280802,Frontilabrus caeruleus,SpecWoRMS,FRE,Frontilabrus caeruleus,SpecASFIS
152352,Osteichthyes,SpecWoRMS,FRF,Osteichthyes,SpecASFIS
10194,Actinopterygii,SpecWoRMS,FRF,Osteichthyes,SpecASFIS
127016,Auxis thazard,SpecWoRMS,FRI,Auxis thazard,SpecASFIS
140736,Pharus legumen,SpecWoRMS,FRL,Pharus legumen,SpecASFIS
127147,Phrynorhombus norvegicus,SpecWoRMS,FRN,Zeugopterus norvegicus,SpecASFIS
293018,Zeugopterus norvegicus,SpecWoRMS,FRN,Zeugopterus norvegicus,SpecASFIS
154333,Rutilus rutilus,SpecWoRMS,FRO,Rutilus rutilus,SpecASFIS
154332,Rutilus,SpecWoRMS,FRX,Rutilus spp,SpecASFIS
126057,Auxis,SpecWoRMS,FRZ,"Auxis thazard, A. rochei",SpecASFIS
282185,Pelecus cultratus,SpecWoRMS,FSC,Pelecus cultratus,SpecASFIS
154157,Siluriformes,SpecWoRMS,FSI,Siluriformes (=Siluroidei),SpecASFIS
107562,Philocheras trispinosus,SpecWoRMS,FSJ,Philocheras trispinosus,SpecASFIS
137173,Stercorarius pomarinus,SpecWoRMS,FSL,Stercorarius pomarinus,SpecASFIS
448924,Aptyxis syracusana,SpecWoRMS,FSY,Aptyxis syracusana,SpecASFIS
217893,Hoplostethus melanopus,SpecWoRMS,FSZ,Hoplostethus melanopus,SpecASFIS
154343,Tinca tinca,SpecWoRMS,FTE,Tinca tinca,SpecASFIS
159440,Fistularia tabacaria,SpecWoRMS,FUT,Fistularia tabacaria,SpecASFIS
127178,Coregonus albula,SpecWoRMS,FVE,Coregonus albula,SpecASFIS
126557,Melanocetus murrayi,SpecWoRMS,FWM,Melanocetus murrayi,SpecASFIS
158251,Metridium dianthus,SpecWoRMS,FWN,Metridium dianthus,SpecASFIS
241154,Monodaeus couchii,SpecWoRMS,FWQ,Monodaeus couchii,SpecASFIS
106224,Megabalanus azoricus,SpecWoRMS,FYP,Megabalanus azoricus,SpecASFIS
143808,Porphyra,SpecWoRMS,FYS,Porphyra spp,SpecASFIS
107579,Acanthephyra curtirostris,SpecWoRMS,FYU,Acanthephyra curtirostris,SpecASFIS
106978,Alpheus,SpecWoRMS,FZK,Alpheus spp,SpecASFIS
125080,Amphiura filiformis,SpecWoRMS,FZL,Amphiura filiformis,SpecASFIS
126601,Gonichthys cocco,SpecWoRMS,FZZ,Gonichthys cocco,SpecASFIS
126469,Gadomus arcuatus,SpecWoRMS,GAC,Gadomus arcuatus,SpecASFIS
10313,Gadiformes,SpecWoRMS,GAD,Gadiformes,SpecASFIS
105820,Galeorhinus galeus,SpecWoRMS,GAG,Galeorhinus galeus,SpecASFIS
126997,Galeoides decadactylus,SpecWoRMS,GAL,Galeoides decadactylus,SpecASFIS
105813,Galeus murinus,SpecWoRMS,GAM,Galeus murinus,SpecASFIS
126375,Belone belone,SpecWoRMS,GAR,Belone belone,SpecASFIS
101,Gastropoda,SpecWoRMS,GAS,Gastropoda,SpecASFIS
105728,Galeus spp,SpecWoRMS,GAU,Galeus spp,SpecASFIS
345843,Sphyraena barracuda,SpecWoRMS,GBA,Sphyraena barracuda,SpecASFIS
1477173,Steromphala albida,SpecWoRMS,GBJ,Steromphala albida,SpecASFIS
126892,Gobius niger,SpecWoRMS,GBN,Gobius niger,SpecASFIS
1039842,Steromphala adansonii,SpecWoRMS,GBQ,Steromphala adansonii,SpecASFIS
126946,Plectorhinchus mediterraneus,SpecWoRMS,GBR,Plectorhinchus mediterraneus,SpecASFIS
576618,Steromphala divaricata,SpecWoRMS,GBW,Steromphala divaricata,SpecASFIS
141780,Gibbula ardens,SpecWoRMS,GBX,Gibbula ardens,SpecASFIS
141787,Gibbula fanulum,SpecWoRMS,GBY,Gibbula fanulum,SpecASFIS
159197,Bucephala clangula,SpecWoRMS,GCG,Bucephala clangula,SpecASFIS
137071,Clangula hyemalis,SpecWoRMS,GCZ,Clangula hyemalis,SpecASFIS
126453,Gaidropsarus ensis,SpecWoRMS,GDE,Gaidropsarus ensis,SpecASFIS
126435,Gadiculus argenteus,SpecWoRMS,GDG,Gadiculus argenteus,SpecASFIS
151456,Gerreidae,SpecWoRMS,GDJ,Gerreidae,SpecASFIS
126488,Gadella maraldi,SpecWoRMS,GDL,Gadella maraldi,SpecASFIS
280554,Diplocrepis puniceus,SpecWoRMS,GDP,Diplocrepis puniceus,SpecASFIS
126451,Gaidropsarus argentatus,SpecWoRMS,GDT,Gaidropsarus argentatus,SpecASFIS
144135,Gelidium,SpecWoRMS,GEL,Gelidium spp,SpecASFIS
125536,Gempylidae,SpecWoRMS,GEP,Gempylidae,SpecASFIS
145579,Gelidium corneum,SpecWoRMS,GEQ,Gelidium corneum,SpecASFIS
106917,Chaceon,SpecWoRMS,GER,Chaceon spp,SpecASFIS
106918,Geryon,SpecWoRMS,GER,Chaceon spp,SpecASFIS
126862,Gempylus serpens,SpecWoRMS,GES,Gempylus serpens,SpecASFIS
126501,Phycis blennoides,SpecWoRMS,GFB,Phycis blennoides,SpecASFIS
107668,Glyphus marsupialis,SpecWoRMS,GFU,Glyphus marsupialis,SpecASFIS
126457,Gaidropsarus mediterraneus,SpecWoRMS,GGD,Gaidropsarus mediterraneus,SpecASFIS
275830,Gigantura chuni,SpecWoRMS,GGH,Gigantura chuni,SpecASFIS
126458,Gaidropsarus vulgaris,SpecWoRMS,GGU,Gaidropsarus vulgaris,SpecASFIS
125275,Gorgoniidae,SpecWoRMS,GGW,Gorgoniidae,SpecASFIS
126452,Gaidropsarus biscayensis,SpecWoRMS,GGY,Gaidropsarus biscayensis,SpecASFIS
105811,Galeus atlanticus,SpecWoRMS,GHA,Galeus atlanticus,SpecASFIS
127144,Reinhardtius hippoglossoides,SpecWoRMS,GHL,Reinhardtius hippoglossoides,SpecASFIS
105731,Galeorhinus,SpecWoRMS,GHW,Galeorhinus spp,SpecASFIS
125476,Gasterosteidae,SpecWoRMS,GHZ,Gasterosteidae,SpecASFIS
141793,Gibbula philberti,SpecWoRMS,GIH,Gibbula philberti,SpecASFIS
342291,Dosidicus gigas,SpecWoRMS,GIS,Dosidicus gigas,SpecASFIS
210378,Penaeus monodon,SpecWoRMS,GIT,Penaeus monodon,SpecASFIS
141790,Gibbula magus,SpecWoRMS,GIZ,Gibbula magus,SpecASFIS
141831,Phorcus richardi,SpecWoRMS,GJI,Phorcus richardi,SpecASFIS
1039840,Steromphala umbilicaris,SpecWoRMS,GJM,Steromphala umbilicaris,SpecASFIS
1039847,Steromphala rarilineata,SpecWoRMS,GJR,Steromphala rarilineata,SpecASFIS
141577,Arcopagia crassa,SpecWoRMS,GJS,Arcopagia crassa,SpecASFIS
1039845,Steromphala varia,SpecWoRMS,GJV,Steromphala varia,SpecASFIS
126890,Gobius gasteveni,SpecWoRMS,GKJ,Gobius gasteveni,SpecASFIS
140025,Glycymeris glycymeris,SpecWoRMS,GKL,Glycymeris glycymeris,SpecASFIS
126884,Gobius auratus,SpecWoRMS,GKW,Gobius auratus,SpecASFIS
127420,Grammicolepis brachiusculus,SpecWoRMS,GMG,Grammicolepis brachiusculus,SpecASFIS
105846,Ginglymostoma cirratum,SpecWoRMS,GNC,Ginglymostoma cirratum,SpecASFIS
126987,Pseudupeneus prayensis,SpecWoRMS,GOA,Pseudupeneus prayensis,SpecASFIS
125988,Gobius,SpecWoRMS,GOB,Gobius spp,SpecASFIS
282311,Pogonolycus elegans,SpecWoRMS,GOE,Pogonolycus elegans,SpecASFIS
126904,Lesueurigobius friesii,SpecWoRMS,GOF,Lesueurigobius friesii,SpecASFIS
126893,Gobius paganellus,SpecWoRMS,GON,Gobius paganellus,SpecASFIS
126036,Upeneus,SpecWoRMS,GOX,Upeneus spp,SpecASFIS
125537,Gobiidae,SpecWoRMS,GPA,Gobiidae,SpecASFIS
126069,Mycteroperca,SpecWoRMS,GPB,Mycteroperca spp,SpecASFIS
126295,Cynoponticus ferox,SpecWoRMS,GPC,Cynoponticus ferox,SpecASFIS
127036,Epinephelus marginatus,SpecWoRMS,GPD,Epinephelus marginatus,SpecASFIS
158988,Phycis chesteri,SpecWoRMS,GPE,Phycis chesteri,SpecASFIS
159354,Epinephelus morio,SpecWoRMS,GPR,Epinephelus morio,SpecASFIS
126507,Pungitius pungitius,SpecWoRMS,GPT,Pungitius pungitius,SpecASFIS
127032,Epinephelus aeneus,SpecWoRMS,GPW,Epinephelus aeneus,SpecASFIS
126068,Epinephelus,SpecWoRMS,GPX,Epinephelus spp,SpecASFIS
494865,Sargassum polycystum,SpecWoRMS,GQL,Sargassum polycystum,SpecASFIS
398363,Sigmops bathyphilus,SpecWoRMS,GQZ,Sigmops bathyphilus,SpecASFIS
126945,Parapristipoma octolineatum,SpecWoRMS,GRA,Parapristipoma octolineatum,SpecASFIS
126943,Brachydeuterus auritus,SpecWoRMS,GRB,Brachydeuterus auritus,SpecASFIS
254538,Gadus macrocephalus,SpecWoRMS,GRC,Gadus ogac,SpecASFIS
125442,Chlorophthalmidae,SpecWoRMS,GRE,Chlorophthalmidae,SpecASFIS
282615,Rimicola dimorpha,SpecWoRMS,GRF,Rimicola dimorpha,SpecASFIS
272449,Macruronus magellanicus,SpecWoRMS,GRM,Macruronus magellanicus,SpecASFIS
272450,Macruronus novaezelandiae,SpecWoRMS,GRN,Macruronus novaezelandiae,SpecASFIS
10194,Actinopterygii,SpecWoRMS,GRO,Actinopterygii,SpecASFIS
107373,Geryon longipes,SpecWoRMS,GRQ,Geryon longipes,SpecASFIS
125752,Macrourus,SpecWoRMS,GRV,Macrourus spp,SpecASFIS
137112,Eschrichtius robustus,SpecWoRMS,GRW,Eschrichtius robustus,SpecASFIS
125538,Haemulidae,SpecWoRMS,GRX,Haemulidae (=Pomadasyidae),SpecASFIS
127295,Gonostoma denudatum,SpecWoRMS,GSD,Gonostoma denudatum,SpecASFIS
105919,Somniosus microcephalus,SpecWoRMS,GSK,Somniosus microcephalus,SpecASFIS
127153,Buglossidium luteum,SpecWoRMS,GSM,Buglossidium luteum,SpecASFIS
422188,Grapsus grapsus,SpecWoRMS,GSQ,Grapsus grapsus,SpecASFIS
126508,Spinachia spinachia,SpecWoRMS,GSS,Spinachia spinachia,SpecASFIS
398546,Pagrus auratus,SpecWoRMS,GSU,Chysophrys auratus,SpecASFIS
156103,Gersemia rubiformis,SpecWoRMS,GSV,Gersemia rubiformis,SpecASFIS
126189,Gonostoma,SpecWoRMS,GSX,Gonostoma spp,SpecASFIS
126505,Gasterosteus aculeatus,SpecWoRMS,GTA,Gasterosteus aculeatus,SpecASFIS
282986,Tomicodon bidens,SpecWoRMS,GTB,Tomicodon bidens,SpecASFIS
153063,Galiteuthis armata,SpecWoRMS,GTH,Galiteuthis armata,SpecASFIS
153097,Gonatus fabricii,SpecWoRMS,GTI,Gonatus fabricii,SpecASFIS
140027,Gonatus steenstrupi,SpecWoRMS,GTP,Gonatus steenstrupi,SpecASFIS
234527,Patagonotothen,SpecWoRMS,GTX,Patagonotothen spp,SpecASFIS
218120,Chelidonichthys capensis,SpecWoRMS,GUC,Chelidonichthys capensis,SpecASFIS
150637,Eutrigla gurnardus,SpecWoRMS,GUG,Eutrigla gurnardus,SpecASFIS
127263,Chelidonichthys obscurus,SpecWoRMS,GUM,Chelidonichthys obscurus,SpecASFIS
127266,Trigla lyra,SpecWoRMS,GUN,Trigla lyra,SpecASFIS
105899,Centrophorus granulosus,SpecWoRMS,GUP,Centrophorus granulosus,SpecASFIS
105901,Centrophorus squamosus,SpecWoRMS,GUQ,Centrophorus squamosus,SpecASFIS
127259,Chelidonichthys cuculus,SpecWoRMS,GUR,Chelidonichthys cuculus,SpecASFIS
584968,Holthuispenaeopsis atlantica,SpecWoRMS,GUS,Holthuispenaeopsis atlantica,SpecASFIS
127262,Chelidonichthys lucerna,SpecWoRMS,GUU,Chelidonichthys lucerna,SpecASFIS
125598,Triglidae,SpecWoRMS,GUX,Triglidae,SpecASFIS
126180,Trigla ,SpecWoRMS,GUY,Trigla spp,SpecASFIS
105769,Rhinobatos,SpecWoRMS,GUZ,Rhinobatos spp,SpecASFIS
126903,Lebetus scorpioides,SpecWoRMS,GVK,Lebetus scorpioides,SpecASFIS
532035,Gracilechinus elegans,SpecWoRMS,GVL,Gracilechinus elegans,SpecASFIS
107292,Goneplax rhomboides,SpecWoRMS,GVN,Goneplax rhomboides,SpecASFIS
138590,Gibbula,SpecWoRMS,GVU,Gibbula spp,SpecASFIS
159097,Mergus merganser,SpecWoRMS,GWA,Mergus merganser,SpecASFIS
159098,Mergus serrator,SpecWoRMS,GWC,Mergus serrator,SpecASFIS
107418,Pilumnus hirtellus,SpecWoRMS,GWK,Pilumnus hirtellus,SpecASFIS
127196,Cottus gobio,SpecWoRMS,GWO,Cottus gobio,SpecASFIS
106829,Sergestes,SpecWoRMS,GWS,Sergestes spp,SpecASFIS
107148,Galathea dispersa,SpecWoRMS,GWT,Galathea dispersa,SpecASFIS
126471,Gadomus longifilis,SpecWoRMS,GXK,Gadomus longifilis,SpecASFIS
126470,Gadomus dispar,SpecWoRMS,GXN,Gadomus dispar,SpecASFIS
126287,Gnathophis mystax,SpecWoRMS,GXP,Gnathophis mystax,SpecASFIS
126401,Gephyroberyx darwinii,SpecWoRMS,GXW,Gephyroberyx darwinii,SpecASFIS
140820,Pleurobranchus membranaceus,SpecWoRMS,GXZ,Pleurobranchus membranaceus,SpecASFIS
107278,Pirimela denticulata,SpecWoRMS,GZB,Pirimela denticulata,SpecASFIS
126455,Gaidropsarus guttatus,SpecWoRMS,GZE,Gaidropsarus guttatus,SpecASFIS
107154,Galathea squamifera,SpecWoRMS,GZF,Galathea squamifera,SpecASFIS
107155,Galathea strigosa,SpecWoRMS,GZJ,Galathea strigosa,SpecASFIS
272174,Hemiramphus archipelagicus,SpecWoRMS,GZT,Hemiramphus archipelagicus,SpecASFIS
126437,Melanogrammus aeglefinus,SpecWoRMS,HAD,Melanogrammus aeglefinus,SpecASFIS
125603,Sternoptychidae,SpecWoRMS,HAF,Sternoptychidae,SpecASFIS
127138,Hippoglossus hippoglossus,SpecWoRMS,HAL,Hippoglossus hippoglossus,SpecASFIS
137129,Alle alle,SpecWoRMS,HBH,Alle alle,SpecASFIS
137130,Cepphus grylle,SpecWoRMS,HBO,Cepphus grylle,SpecASFIS
137128,Alca torda,SpecWoRMS,HBW,Alca torda,SpecASFIS
254979,Cephalorhynchus hectori,SpecWoRMS,HCD,Cephalorhynchus hectori,SpecASFIS
105829,Harriotta raleighana,SpecWoRMS,HCR,Harriotta raleighana,SpecASFIS
277237,Paracentropogon rubripinnis,SpecWoRMS,HDU,Paracentropogon rubripinnis,SpecASFIS
126417,Clupea harengus,SpecWoRMS,HER,Clupea harengus,SpecASFIS
128509,Halipteris finmarchica,SpecWoRMS,HFM,Balticina finmarchica,SpecASFIS
584787,Balticina finmarchica,SpecWoRMS,HFM,Balticina finmarchica,SpecASFIS
137181,Podiceps auritus,SpecWoRMS,HFZ,Podiceps auritus,SpecASFIS
126603,Hygophum hygomii,SpecWoRMS,HHV,Hygophum hygomii,SpecASFIS
137182,Podiceps cristatus,SpecWoRMS,HHZ,Podiceps cristatus,SpecASFIS
279490,Achirus achirus,SpecWoRMS,HIK,Achirus achirus,SpecASFIS
272457,Merluccius polli,SpecWoRMS,HKB,Merluccius polli,SpecASFIS
272263,Herklotsichthys dispilonotus,SpecWoRMS,HKD,Herklotsichthys dispilonotus,SpecASFIS
126484,Merluccius merluccius,SpecWoRMS,HKE,Merluccius merluccius,SpecASFIS
107644,Heterocarpus ensifer,SpecWoRMS,HKF,Heterocarpus ensifer,SpecASFIS
217746,Merluccius capensis,SpecWoRMS,HKK,Merluccius capensis,SpecASFIS
212266,Herklotsichthys lossei,SpecWoRMS,HKL,Herklotsichthys lossei,SpecASFIS
126485,Merluccius senegalensis,SpecWoRMS,HKM,Merluccius senegalensis,SpecASFIS
272452,Merluccius australis,SpecWoRMS,HKN,Merluccius australis,SpecASFIS
217745,Merluccius paradoxus,SpecWoRMS,HKO,Merluccius paradoxus,SpecASFIS
272455,Merluccius hubbsi,SpecWoRMS,HKP,Merluccius hubbsi,SpecASFIS
126503,Urophycis chuss,SpecWoRMS,HKR,Urophycis chuss,SpecASFIS
158962,Merluccius bilinearis,SpecWoRMS,HKS,Merluccius bilinearis,SpecASFIS
107646,Heterocarpus laevigatus,SpecWoRMS,HKT,Heterocarpus laevigatus,SpecASFIS
126504,Urophycis tenuis,SpecWoRMS,HKW,Urophycis tenuis,SpecASFIS
125762,Merluccius,SpecWoRMS,HKX,Merluccius spp,SpecASFIS
107642,Chlorotocus crassicornis,SpecWoRMS,HLQ,Chlorotocus crassicornis,SpecASFIS
140059,Haliotis tuberculata,SpecWoRMS,HLT,Haliotis tuberculata,SpecASFIS
145551,Himanthalia elongata,SpecWoRMS,HLZ,Himanthalia elongata,SpecASFIS
218444,Trachurus capensis,SpecWoRMS,HMC,Trachurus capensis,SpecASFIS
126820,Trachurus mediterraneus,SpecWoRMS,HMM,Trachurus mediterraneus,SpecASFIS
126806,Caranx rhonchus,SpecWoRMS,HMY,Caranx rhonchus,SpecASFIS
126823,Trachurus trecae,SpecWoRMS,HMZ,Trachurus trecae,SpecASFIS
442703,Chaceon macphersoni,SpecWoRMS,HNQ,Chaceon macphersoni,SpecASFIS
10217,Chimaeriformes,SpecWoRMS,HOL,Chimaeriformes,SpecASFIS
126822,Trachurus trachurus,SpecWoRMS,HOM,Trachurus trachurus,SpecASFIS
141858,Homalopoma sanguineum,SpecWoRMS,HOW,Homalopoma sanguineum,SpecASFIS
127380,Hippocampus hippocampus,SpecWoRMS,HPH,Hippocampus hippocampus,SpecASFIS
126404,Hoplostethus mediterraneus,SpecWoRMS,HPR,Hoplostethus mediterraneus,SpecASFIS
140111,Histioteuthis bonnellii,SpecWoRMS,HQB,Histioteuthis bonnellii,SpecASFIS
140112,Histioteuthis corona,SpecWoRMS,HQC,Histioteuthis corona,SpecASFIS
342337,Hyaloteuthis pelagica,SpecWoRMS,HQI,Hyaloteuthis pelagica,SpecASFIS
410402,Stigmatoteuthis dofleini,SpecWoRMS,HQL,Stigmatoteuthis dofleini,SpecASFIS
410403,Stigmatoteuthis hoylei,SpecWoRMS,HQL,Stigmatoteuthis dofleini,SpecASFIS
181381,Histioteuthis reversa,SpecWoRMS,HQS,Histioteuthis reversa,SpecASFIS
1337,Hydrozoa,SpecWoRMS,HQZ,Hydrozoa,SpecASFIS
383563,Lagenorhynchus cruciger,SpecWoRMS,HRD,Lagenorhynchus cruciger,SpecASFIS
126836,Chaetodon hoefleri,SpecWoRMS,HTH,Chaetodon hoefleri,SpecASFIS
273480,Parapristipoma trilineatum,SpecWoRMS,HTR,Parapristipoma trilineatum,SpecASFIS
127004,Heteropriacanthus cruentatus,SpecWoRMS,HTU,Heteropriacanthus cruentatus,SpecASFIS
1016026,Hucho ishikawae,SpecWoRMS,HUI,Hucho ishikawae,SpecASFIS
282289,Pleurogrammus monopterygius,SpecWoRMS,HUM,Pleurogrammus monopterygius,SpecASFIS
137092,Megaptera novaeangliae,SpecWoRMS,HUW,Megaptera novaeangliae,SpecASFIS
254978,Cephalorhynchus heavisidii,SpecWoRMS,HVD,Cephalorhynchus heavisidii,SpecASFIS
137183,Podiceps grisegena,SpecWoRMS,HVE,Podiceps grisegena,SpecASFIS
130464,Hyalinoecia tubicola,SpecWoRMS,HVL,Hyalinoecia tubicola,SpecASFIS
107645,Heterocarpus grimaldii,SpecWoRMS,HVQ,Heterocarpus grimaldii,SpecASFIS
126833,Schedophilus medusophagus,SpecWoRMS,HVU,Schedophilus medusophagus,SpecASFIS
105831,Chlamydoselachus anguineus,SpecWoRMS,HXC,Chlamydoselachus anguineus,SpecASFIS
105832,Heptranchias perlo,SpecWoRMS,HXT,Heptranchias perlo,SpecASFIS
22612,Hexactinellida,SpecWoRMS,HXY,Hexactinellida,SpecASFIS
126602,Hygophum benoiti,SpecWoRMS,HYB,Hygophum benoiti,SpecASFIS
105734,Hydrolagus,SpecWoRMS,HYD,Hydrolagus spp,SpecASFIS
126832,Hyperoglyphe perciformis,SpecWoRMS,HYW,Hyperoglyphe perciformis,SpecASFIS
107042,Heterocarpus,SpecWoRMS,HZK,Heterocarpus spp,SpecASFIS
127001,Chromis limbata,SpecWoRMS,HZL,Chromis limbata,SpecASFIS
106825,Hymenopenaeus,SpecWoRMS,HZM,Hymenopenaeus spp,SpecASFIS
1667212,Rhombosepion orbignyanum,SpecWoRMS,IAR,Sepia orbignyana,SpecASFIS
126604,Hygophum reinhardtii,SpecWoRMS,IAW,Hygophum reinhardtii,SpecASFIS
138477,Sepia,SpecWoRMS,IAX,Sepia spp,SpecASFIS
126605,Hygophum taaningi,SpecWoRMS,IBD,Hygophum taaningi,SpecASFIS
273444,Lesueurigobius koumansi,SpecWoRMS,IBG,Lesueurigobius koumansi,SpecASFIS
210361,Ibacus novemdentatus,SpecWoRMS,IBN,Ibacus novemdentatus,SpecASFIS
273715,Chromis cadenati,SpecWoRMS,IBO,Chromis cadenati,SpecASFIS
1752528,Polybius corrugatus,SpecWoRMS,ICC,Polybius corrugatus,SpecASFIS
107386,Liocarcinus corrugatus,SpecWoRMS,ICC,Polybius corrugatus,SpecASFIS
234518,Channichthyidae,SpecWoRMS,ICX,Channichthyidae,SpecASFIS
127326,Astronesthes micropogon,SpecWoRMS,ICY,Astronesthes micropogon,SpecASFIS
158843,Astronesthes richardsoni,SpecWoRMS,IDD,Astronesthes richardsoni,SpecASFIS
127354,Idiacanthus fasciola,SpecWoRMS,IDF,Idiacanthus fasciola,SpecASFIS
138352,Pinna,SpecWoRMS,IDX,Pinna spp,SpecASFIS
225586,Sepiella ornata,SpecWoRMS,IEO,Sepiella ornata,SpecASFIS
107345,Macropodia rostrata,SpecWoRMS,IFS,Macropodia rostrata,SpecASFIS
494753,Iphigenia altior,SpecWoRMS,IFT,Iphigenia altior,SpecASFIS
127071,Chirolophis ascanii,SpecWoRMS,IFW,Chirolophis ascanii,SpecASFIS
130467,Nothria conchylega,SpecWoRMS,IFZ,Nothria conchylega,SpecASFIS
1474372,Paraleptopentacta elongata,SpecWoRMS,IGK,Paraleptopentacta elongata,SpecASFIS
132480,Axinella infundibuliformis,SpecWoRMS,IGW,Axinella infundibuliformis,SpecASFIS
107273,Atelecyclus rotundatus,SpecWoRMS,IGY,Atelecyclus rotundatus,SpecASFIS
107274,Atelecyclus undecimdentatus,SpecWoRMS,IGZ,Atelecyclus undecimdentatus,SpecASFIS
280263,Coelorinchus carminatus,SpecWoRMS,IHK,Coelorinchus carminatus,SpecASFIS
127298,Ichthyococcus ovatus,SpecWoRMS,IHO,Ichthyococcus ovatus,SpecASFIS
290083,Helioseris cucullata,SpecWoRMS,IHW,Helioseris cucullata,SpecASFIS
123974,Henricia sanguinolenta,SpecWoRMS,IHZ,Henricia sanguinolenta,SpecASFIS
123813,Stichastrella rosea,SpecWoRMS,IIA,Stichastrella rosea,SpecASFIS
107353,Pisa armata,SpecWoRMS,IIF,Pisa armata,SpecASFIS
126539,Chaunax pictus,SpecWoRMS,IIG,Chaunax pictus,SpecASFIS
158351,Atlantopandalus propinqvus,SpecWoRMS,IIH,Atlantopandalus propinqvus,SpecASFIS
876821,Tritia reticulata,SpecWoRMS,IIR,Tritia reticulata,SpecASFIS
117870,Abietinaria abietina,SpecWoRMS,IJB,Abietinaria abietina,SpecASFIS
124257,Cidaris cidaris,SpecWoRMS,IJC,Cidaris cidaris,SpecASFIS
205077,Macropodia,SpecWoRMS,IJE,Macropodia spp,SpecASFIS
107346,Macropodia tenuirostris,SpecWoRMS,IJF,Macropodia tenuirostris,SpecASFIS
1595364,Onkoisis solitaria,SpecWoRMS,IJL,Onkoisis solitaria,SpecASFIS
126179,Lepidotrigla,SpecWoRMS,IJS,Lepidotrigla spp,SpecASFIS
848100,Lepidochitona liozonis,SpecWoRMS,IJT,Lepidochitona liozonis,SpecASFIS
126160,Liparis,SpecWoRMS,IJU,Liparis spp,SpecASFIS
107390,Liocarcinus marmoreus,SpecWoRMS,IJV,Polybius marmoreus,SpecASFIS
1750287,Polybius marmoreus,SpecWoRMS,IJV,Polybius marmoreus,SpecASFIS
1748246,Polybius holsatus,SpecWoRMS,IJW,Polybius holsatus,SpecASFIS
107388,Liocarcinus holsatus,SpecWoRMS,IJW,Polybius holsatus,SpecASFIS
281173,Iluocoetes fimbriatus,SpecWoRMS,ILB,Iluocoetes fimbriatus,SpecASFIS
281158,Ilisha africana,SpecWoRMS,ILI,Ilisha africana,SpecASFIS
138278,Illex,SpecWoRMS,ILL,Illex spp,SpecASFIS
712438,Carlarius heudelotii,SpecWoRMS,ILU,Carlarius heudelotii,SpecASFIS
291116,Stenisis humilis,SpecWoRMS,INY,Stenisis humilis,SpecASFIS
1750291,Polybius depurator,SpecWoRMS,IOD,Polybius depurator,SpecASFIS
107387,Liocarcinus depurator,SpecWoRMS,IOD,Polybius depurator,SpecASFIS
141454,Sepiola atlantica,SpecWoRMS,IOT,Sepiola atlantica,SpecASFIS
