AphiaId,AphiaId_Desc,ICES_Vocab_CodeType_Worms_AphiaId,ASFIS_Code,ASFIS_Code_Desc,ICES_Vocab_CodeType_FAO_ASFIS
126406,Cetostoma regani,SpecWoRMS,CJR,Cetostoma regani,SpecASFIS
273787,Pseudotolithus senegallus,SpecWoRMS,CKL,Pseudotolithus senegallus,SpecASFIS
275307,Micropogonias furnieri,SpecWoRMS,CKM,Micropogonias furnieri,SpecASFIS
126053,Pseudotolithus,SpecWoRMS,CKW,Pseudotolithus spp,SpecASFIS
141919,Mercenaria mercenaria,SpecWoRMS,CLH,Mercenaria mercenaria,SpecASFIS
231750,Ruditapes philippinarum,SpecWoRMS,CLJ,Ruditapes philippinarum,SpecASFIS
125464,Clupeidae,SpecWoRMS,CLP,Clupeidae,SpecASFIS
138802,Arctica islandica,SpecWoRMS,CLQ,Arctica islandica,SpecASFIS
140430,Mya arenaria,SpecWoRMS,CLS,Mya arenaria,SpecASFIS
10297,Clupeiformes,SpecWoRMS,CLU,Clupeiformes (=Clupeoidei),SpecASFIS
243,Veneridae,SpecWoRMS,CLV,Veneridae,SpecASFIS
105,Bivalvia,SpecWoRMS,CLX,Bivalvia,SpecASFIS
181580,Corbicula fluminea,SpecWoRMS,CMA,Corbicula fluminea,SpecASFIS
254976,Cephalorhynchus commersonii,SpecWoRMS,CMD,Cephalorhynchus commersonii,SpecASFIS
127000,Chromis chromis,SpecWoRMS,CMK,Chromis chromis,SpecASFIS
857629,Corbicula manilensis,SpecWoRMS,CMM,Corbicula manilensis,SpecASFIS
105824,Chimaera monstrosa,SpecWoRMS,CMO,Chimaera monstrosa,SpecASFIS
1017003,Citharinops distichodoides,SpecWoRMS,CND,Citharinops distichodoides,SpecASFIS
1267,Cnidaria,SpecWoRMS,CNI,Cnidaria,SpecASFIS
127398,Canthidermis maculata,SpecWoRMS,CNT,Canthidermis maculata,SpecASFIS
107007,Crangon,SpecWoRMS,CNZ,Crangon spp,SpecASFIS
127012,Umbrina cirrosa,SpecWoRMS,COB,Umbrina cirrosa,SpecASFIS
138998,Cerastoderma edule,SpecWoRMS,COC,Cerastoderma edule,SpecASFIS
126436,Gadus morhua,SpecWoRMS,COD,Gadus morhua,SpecASFIS
126285,Conger conger,SpecWoRMS,COE,Conger conger,SpecASFIS
127184,Oncorhynchus kisutch,SpecWoRMS,COH,Oncorhynchus kisutch,SpecASFIS
217545,Conger cinereus,SpecWoRMS,COI,Conger cinereus,SpecASFIS
125416,Corallium rubrum,SpecWoRMS,COL,Corallium rubrum,SpecASFIS
125325,Corallium,SpecWoRMS,COR,Corallium spp,SpecASFIS
126963,Coris julis,SpecWoRMS,COU,Coris julis,SpecASFIS
271743,Conger japonicus,SpecWoRMS,COV,Conger japonicus,SpecASFIS
272298,Eleginus nawaga,SpecWoRMS,COW,Eleginus nawaga,SpecASFIS
125427,Congridae,SpecWoRMS,COX,Congridae,SpecASFIS
229,Cardiidae,SpecWoRMS,COZ,Cardiidae,SpecASFIS
105900,Centrophorus lusitanicus,SpecWoRMS,CPL,Centrophorus lusitanicus,SpecASFIS
231424,Caperea marginata,SpecWoRMS,CPM,Caperea marginata,SpecASFIS
107616,Palaemon serratus,SpecWoRMS,CPR,Palaemon serratus,SpecASFIS
126661,Carapus acus,SpecWoRMS,CPW,Carapus acus,SpecASFIS
398381,Coelorinchus caelorhincus,SpecWoRMS,CQL,Coelorinchus caelorhincus,SpecASFIS
280299,Coelorinchus labiatus,SpecWoRMS,CQV,Coelorinchus labiatus,SpecASFIS
106673,Brachyura,SpecWoRMS,CRA,Brachyura,SpecASFIS
107379,Callinectes sapidus,SpecWoRMS,CRB,Callinectes sapidus,SpecASFIS
107276,Cancer pagurus,SpecWoRMS,CRE,Cancer pagurus,SpecASFIS
107381,Carcinus maenas,SpecWoRMS,CRG,Carcinus maenas,SpecASFIS
106782,Crangonidae,SpecWoRMS,CRN,Crangonidae,SpecASFIS
107315,Chionoecetes opilio,SpecWoRMS,CRQ,Chionoecetes opilio,SpecASFIS
158407,Chaceon quinquedens,SpecWoRMS,CRR,Chaceon quinquedens,SpecASFIS
1066,Crustacea,SpecWoRMS,CRU,Crustacea,SpecASFIS
107059,Palinurus,SpecWoRMS,CRW,Palinurus spp,SpecASFIS
107552,Crangon crangon,SpecWoRMS,CSH,Crangon crangon,SpecASFIS
1363,Scleractinia,SpecWoRMS,CSS,Scleractinia,SpecASFIS
281650,Nemadactylus bergi,SpecWoRMS,CTA,Nemadactylus bergi,SpecASFIS
127054,Diplodus vulgaris,SpecWoRMS,CTB,Diplodus vulgaris,SpecASFIS
141444,Sepia officinalis,SpecWoRMS,CTC,Sepia officinalis,SpecASFIS
271382,Mustelus dorsalis,SpecWoRMS,CTD,Mustelus dorsalis,SpecASFIS
231749,Ruditapes decussatus,SpecWoRMS,CTG,Ruditapes decussatus,SpecASFIS
11723,Sepiidae,SpecWoRMS,CTL,"Sepiidae, Sepiolidae",SpecASFIS
11725,Sepiolidae,SpecWoRMS,CTL,"Sepiidae, Sepiolidae",SpecASFIS
126538,Cryptopsaras couesii,SpecWoRMS,CTQ,Cryptopsaras couesii,SpecASFIS
141459,Sepiola rondeletii,SpecWoRMS,CTR,Sepiola rondeletii,SpecASFIS
127261,Chelidonichthys lastoviza,SpecWoRMS,CTZ,Chelidonichthys lastoviza,SpecASFIS
278704,Genypterus chilensis,SpecWoRMS,CUC,Genypterus chilensis,SpecASFIS
127337,Chauliodus danae,SpecWoRMS,CUD,Chauliodus danae,SpecASFIS
272252,Alosa kessleri,SpecWoRMS,CUE,Alosa kessleri,SpecASFIS
278702,Genypterus blacodes,SpecWoRMS,CUS,Genypterus blacodes,SpecASFIS
125571,Trichiuridae,SpecWoRMS,CUT,Trichiuridae,SpecASFIS
123083,Holothuroidea,SpecWoRMS,CUX,Holothuroidea,SpecASFIS
126803,Caranx hippos,SpecWoRMS,CVJ,Caranx hippos,SpecASFIS
126840,Chiasmodon niger,SpecWoRMS,CVN,Chiasmodon niger,SpecASFIS
280215,Clevelandia ios,SpecWoRMS,CVO,Clevelandia ios,SpecASFIS
127235,Cottunculus microps,SpecWoRMS,CVP,Cottunculus microps,SpecASFIS
275058,Chauliodus schmidti,SpecWoRMS,CVS,Chauliodus schmidti,SpecASFIS
342138,Sepia hierredda,SpecWoRMS,CVT,Sepia hierredda,SpecASFIS
126336,Chlorophthalmus agassizi,SpecWoRMS,CVW,Chlorophthalmus agassizi,SpecASFIS
127048,Crenidens crenidens,SpecWoRMS,CWC,Crenidens crenidens,SpecASFIS
123081,Crinoidea,SpecWoRMS,CWD,Crinoidea,SpecASFIS
234033,Carassius gibelio,SpecWoRMS,CWG,Carassius gibelio,SpecASFIS
105733,Chimaera,SpecWoRMS,CWM,Chimaera spp,SpecASFIS
105770,Centrophorus,SpecWoRMS,CWO,Centrophorus spp,SpecASFIS
268809,Coelorinchus spp,SpecWoRMS,CWX,Coelorinchus spp,SpecASFIS
135304,Chrysaora hysoscella,SpecWoRMS,CWY,Chrysaora hysoscella,SpecASFIS
105719,Carcharhinus,SpecWoRMS,CWZ,Carcharhinus spp,SpecASFIS
276891,Centroberyx affinis,SpecWoRMS,CXF,Centroberyx affinis,SpecASFIS
218404,Caranx sexfasciatus,SpecWoRMS,CXS,Caranx sexfasciatus,SpecASFIS
138660,Cymbium,SpecWoRMS,CXY,Cymbium spp,SpecASFIS
105825,Hydrolagus affinis,SpecWoRMS,CYA,Hydrolagus affinis,SpecASFIS
11766,Cycloteuthidae,SpecWoRMS,CYC,Cycloteuthidae,SpecASFIS
105826,Hydrolagus mirabilis,SpecWoRMS,CYH,Hydrolagus mirabilis,SpecASFIS
105907,Centroscymnus coelolepis,SpecWoRMS,CYO,Centroscymnus coelolepis,SpecASFIS
280071,Centroselachus crepidater,SpecWoRMS,CYP,Centroselachus crepidater,SpecASFIS
299089,Centroscymnus owstonii,SpecWoRMS,CYW,Centroscymnus owstonii,SpecASFIS
105773,Centroscymnus,SpecWoRMS,CZI,Centroscymnus spp,SpecASFIS
106738,Paguridae,SpecWoRMS,CZM,Paguridae,SpecASFIS
125357,Radicipes gracilis,SpecWoRMS,CZN,Radicipes gracilis,SpecASFIS
274878,Chelidonichthys spinosus,SpecWoRMS,CZS,Chelidonichthys spinosus,SpecASFIS
127399,Canthidermis sufflamen,SpecWoRMS,CZT,Canthidermis sufflamen,SpecASFIS
127139,Limanda limanda,SpecWoRMS,DAB,Limanda limanda,SpecASFIS
137189,Hydrobates pelagicus,SpecWoRMS,DAZ,Hydrobates pelagicus,SpecASFIS
126558,Dibranchus atlanticus,SpecWoRMS,DBA,Dibranchus atlanticus,SpecASFIS
126583,Bolinichthys supralateralis,SpecWoRMS,DBF,Bolinichthys supralateralis,SpecASFIS
137192,Oceanodroma leucorhoa,SpecWoRMS,DBK,Hydrobates leucorhous,SpecASFIS
1773443,Hydrobates leucorhous,SpecWoRMS,DBK,Hydrobates leucorhous,SpecASFIS
137111,Tursiops truncatus,SpecWoRMS,DBO,Tursiops truncatus,SpecASFIS
127332,Bathophilus pawneei,SpecWoRMS,DBP,Bathophilus pawneei,SpecASFIS
127335,Borostomias elucens,SpecWoRMS,DBR,Borostomias elucens,SpecASFIS
254983,Tursiops aduncus,SpecWoRMS,DBZ,Tursiops aduncus,SpecASFIS
298167,Deania calceus,SpecWoRMS,DCA,Deania calceus,SpecASFIS
137106,Stenella clymene,SpecWoRMS,DCL,Stenella clymene,SpecASFIS
137094,Delphinus delphis,SpecWoRMS,DCO,Delphinus delphis,SpecASFIS
106674,Caridea,SpecWoRMS,DCP,Natantia,SpecASFIS
231434,Lagenorhynchus obscurus,SpecWoRMS,DDU,Lagenorhynchus obscurus,SpecASFIS
273958,Dentex angolensis,SpecWoRMS,DEA,Dentex angolensis,SpecASFIS
273962,Dentex dentex,SpecWoRMS,DEC,Dentex dentex,SpecASFIS
276919,Dermatolepis dermatolepis,SpecWoRMS,DED,Dermatolepis dermatolepis,SpecASFIS
107197,Dardanus arrosor,SpecWoRMS,DEH,Dardanus arrosor,SpecASFIS
135159,Desmophyllum dianthus,SpecWoRMS,DEJ,Desmophyllum dianthus,SpecASFIS
273965,Dentex macrophthalmus,SpecWoRMS,DEL,Dentex macrophthalmus,SpecASFIS
273966,Dentex maroccanus,SpecWoRMS,DEM,Dentex maroccanus,SpecASFIS
273960,Dentex canariensis,SpecWoRMS,DEN,Dentex canariensis,SpecASFIS
273964,Dentex gibbosus,SpecWoRMS,DEP,Dentex gibbosus,SpecASFIS
126880,Deltentosteus quadrimaculatus,SpecWoRMS,DEQ,Deltentosteus quadrimaculatus,SpecASFIS
218195,Dermatolepis striolata,SpecWoRMS,DEV,Dermatolepis striolata,SpecASFIS
126075,Dentex,SpecWoRMS,DEX,Dentex spp,SpecASFIS
146943,Duva florida,SpecWoRMS,DFF,Duva florida,SpecASFIS
126599,Diogenichthys atlanticus,SpecWoRMS,DGA,Diogenichthys atlanticus,SpecASFIS
105923,Squalus acanthias,SpecWoRMS,DGS,Squalus acanthias,SpecASFIS
105716,Squalidae,SpecWoRMS,DGX,Squalidae,SpecASFIS
254970,Sousa teuszii,SpecWoRMS,DHA,Sousa teuszii,SpecASFIS
220226,Sousa chinensis,SpecWoRMS,DHI,Sousa chinensis,SpecASFIS
127050,Diplodus bellottii,SpecWoRMS,DHQ,Diplodus bellottii,SpecASFIS
274298,Dicologlossa hexophthalma,SpecWoRMS,DHZ,Microchirus hexophthalmus,SpecASFIS
10194,Actinopterygii,SpecWoRMS,DIA,Actinopterygii,SpecASFIS
130460,Diopatra neapolitana,SpecWoRMS,DIN,Diopatra neapolitana,SpecASFIS
506049,Jolya rhomboidea,SpecWoRMS,DJH,Jolya rhomboidea,SpecASFIS
140467,Modiolus modiolus,SpecWoRMS,DJO,Modiolus modiolus,SpecASFIS
107643,Dichelopandalus bonnieri,SpecWoRMS,DKB,Dichelopandalus bonnieri,SpecASFIS
232052,Larus michahellis,SpecWoRMS,DKH,Larus michahellis,SpecASFIS
159164,Aythya fuligula,SpecWoRMS,DKI,Aythya fuligula,SpecASFIS
159172,Aythya marila,SpecWoRMS,DKJ,Aythya marila,SpecASFIS
276578,Bembrops heterurus,SpecWoRMS,DKU,Bembrops heterurus,SpecASFIS
126294,Panturichthys mauritanicus,SpecWoRMS,DKY,Panturichthys mauritanicus,SpecASFIS
136980,Delphinidae,SpecWoRMS,DLP,Delphinidae,SpecASFIS
126861,Diplospinus multistriatus,SpecWoRMS,DLT,Diplospinus multistriatus,SpecASFIS
164811,Demospongiae,SpecWoRMS,DMO,Demospongiae,SpecASFIS
105771,Deania spp,SpecWoRMS,DNA,Deania spp,SpecASFIS
281225,Konosirus punctatus,SpecWoRMS,DOD,Konosirus punctatus,SpecASFIS
126846,Coryphaena hippurus,SpecWoRMS,DOL,Coryphaena hippurus,SpecASFIS
137906,Donax,SpecWoRMS,DON,Donax spp,SpecASFIS
126588,Diaphus bertelseni,SpecWoRMS,DPB,Diaphus bertelseni,SpecASFIS
126596,Diaphus rafinesquii,SpecWoRMS,DPF,Diaphus rafinesquii,SpecASFIS
126595,Diaphus mollis,SpecWoRMS,DPI,Diaphus mollis,SpecASFIS
137105,Stenella attenuata,SpecWoRMS,DPN,Stenella attenuata,SpecASFIS
126592,Diaphus holti,SpecWoRMS,DPO,Diaphus holti,SpecASFIS
126594,Diaphus metopoclampus,SpecWoRMS,DPP,Diaphus metopoclampus,SpecASFIS
107109,Parapenaeus longirostris,SpecWoRMS,DPS,Parapenaeus longirostris,SpecASFIS
127292,Diplophos taenia,SpecWoRMS,DPT,Diplophos taenia,SpecASFIS
126590,Diaphus dumerilii,SpecWoRMS,DPU,Diaphus dumerilii,SpecASFIS
11014,Perciformes,SpecWoRMS,DPX,Perciformes (Others),SpecASFIS
126589,Diaphus brachycephalus,SpecWoRMS,DPY,Diaphus brachycephalus,SpecASFIS
955160,Afruca tangeri,SpecWoRMS,DQE,Afruca tangeri,SpecASFIS
287911,Agaricia agaricites,SpecWoRMS,DQG,Agaricia agaricites,SpecASFIS
287912,Agaricia fragilis,SpecWoRMS,DQI,Agaricia fragilis,SpecASFIS
287915,Agaricia lamarcki,SpecWoRMS,DQJ,Agaricia lamarcki,SpecASFIS
287916,Agaricia tenuifolia,SpecWoRMS,DQK,Agaricia tenuifolia,SpecASFIS
127087,Benthodesmus simonyi,SpecWoRMS,DQZ,Benthodesmus simonyi,SpecASFIS
277897,Draculo shango,SpecWoRMS,DRB,Draculo shango,SpecASFIS
403239,Ariomma melana,SpecWoRMS,DRF,Ariomma melana,SpecASFIS
711846,Dipturus intermedius,SpecWoRMS,DRJ,Dipturus intermedius,SpecASFIS
137098,Grampus griseus,SpecWoRMS,DRR,Grampus griseus,SpecASFIS
282503,Pteroscion peli,SpecWoRMS,DRS,Pteroscion peli,SpecASFIS
205027,Drepane,SpecWoRMS,DRZ,Drepane spp,SpecASFIS
137108,Stenella frontalis,SpecWoRMS,DSA,Stenella frontalis,SpecASFIS
123803,Marthasterias glacialis,SpecWoRMS,DSC,Marthasterias glacialis,SpecASFIS
137109,Stenella longirostris,SpecWoRMS,DSI,Stenella longirostris,SpecASFIS
137107,Stenella coeruleoalba,SpecWoRMS,DST,Stenella coeruleoalba,SpecASFIS
138855,Beringius turtoni,SpecWoRMS,DSW,Beringius turtoni,SpecASFIS
141911,Dosinia exoleta,SpecWoRMS,DSX,Dosinia exoleta,SpecASFIS
273959,Dentex barnardi,SpecWoRMS,DTF,Dentex barnardi,SpecASFIS
123920,Luidia ciliaris,SpecWoRMS,DTH,Luidia ciliaris,SpecASFIS
100817,Bolocera tuediae,SpecWoRMS,DTI,Bolocera tuediae,SpecASFIS
103717,Ascidia virginea,SpecWoRMS,DTQ,Ascidia virginea,SpecASFIS
1488274,Chroicocephalus genei,SpecWoRMS,DTR,Larus genei,SpecASFIS
137147,Larus melanocephalus,SpecWoRMS,DTY,Larus melanocephalus,SpecASFIS
567449,Hydrocoloeus minutus,SpecWoRMS,DTZ,Hydrocoloeus minutus,SpecASFIS
276414,Diapterus peruvianus,SpecWoRMS,DUH,Diapterus peruvianus,SpecASFIS
103719,Ascidiella scabra,SpecWoRMS,DUQ,Ascidiella scabra,SpecASFIS
105796,Carcharhinus obscurus,SpecWoRMS,DUS,Carcharhinus obscurus,SpecASFIS
126398,Diretmus argenteus,SpecWoRMS,DUU,Diretmus argenteus,SpecASFIS
103718,Ascidiella aspersa,SpecWoRMS,DUV,Ascidiella aspersa,SpecASFIS
124331,Centrostephanus longispinus,SpecWoRMS,DUW,Centrostephanus longispinus,SpecASFIS
111597,Alcyonidium diaphanum,SpecWoRMS,DUY,Alcyonidium diaphanum,SpecASFIS
111604,Alcyonidium parasiticum,SpecWoRMS,DUZ,Alcyonidium parasiticum,SpecASFIS
106920,Bathynectes,SpecWoRMS,DVB,Bathynectes spp,SpecASFIS
1128,Euphausiacea,SpecWoRMS,DVE,Euphausiacea,SpecASFIS
107377,Bathynectes maravigna,SpecWoRMS,DVG,Bathynectes maravigna,SpecASFIS
127237,Cottunculus thomsonii,SpecWoRMS,DVQ,Cottunculus thomsonii,SpecASFIS
107551,Crangon allmanni,SpecWoRMS,DVS,Crangon allmanni,SpecASFIS
125333,Alcyonium digitatum,SpecWoRMS,DVT,Alcyonium digitatum,SpecASFIS
146774,Careproctus longipinnis,SpecWoRMS,DVU,Careproctus longipinnis,SpecASFIS
127212,Careproctus reinhardti,SpecWoRMS,DVV,Careproctus reinhardti,SpecASFIS
1288958,Caryophyllia smithii,SpecWoRMS,DVY,Caryophyllia smithii,SpecASFIS
126545,Himantolophus groenlandicus,SpecWoRMS,DWC,Himantolophus groenlandicus,SpecASFIS
137100,Lagenorhynchus acutus,SpecWoRMS,DWH,Lagenorhynchus acutus,SpecASFIS
126222,Macroramphosus,SpecWoRMS,DWJ,Macroramphosus spp,SpecASFIS
130987,Ditrupa arietina,SpecWoRMS,DWK,Ditrupa arietina,SpecASFIS
254981,Lagenorhynchus obliquidens,SpecWoRMS,DWP,Lagenorhynchus obliquidens,SpecASFIS
10193,Elasmobranchii,SpecWoRMS,DWS,Elasmobranchii,SpecASFIS
159025,Kogia sima,SpecWoRMS,DWW,Kogia sima,SpecASFIS
135302,Cyanea lamarckii,SpecWoRMS,DWY,Cyanea lamarckii,SpecASFIS
139602,Donax trunculus,SpecWoRMS,DXL,Donax trunculus,SpecASFIS
127232,Dactylopterus volitans,SpecWoRMS,DYL,Dactylopterus volitans,SpecASFIS
137166,Sterna sandvicensis,SpecWoRMS,DYQ,Thalasseus sandvicensis,SpecASFIS
137160,Sterna dougallii,SpecWoRMS,DYR,Sterna dougallii,SpecASFIS
126407,Ditropichthys storeri,SpecWoRMS,DYS,Ditropichthys storeri,SpecASFIS
126373,Synodus synodus,SpecWoRMS,DYZ,Synodus synodus,SpecASFIS
124160,Solaster endeca,SpecWoRMS,DZA,Solaster endeca,SpecASFIS
106760,Majidae,SpecWoRMS,DZM,Majidae,SpecASFIS
105710,Myliobatidae,SpecWoRMS,EAG,Myliobatidae,SpecASFIS
280749,Eumegistus illustris,SpecWoRMS,EBS,Eumegistus illustris,SpecASFIS
1806,Echinodermata,SpecWoRMS,ECH,Echinodermata,SpecASFIS
1018702,Kyphosus ocyurus,SpecWoRMS,ECO,Kyphosus ocyurus,SpecASFIS
218773,Pseudopentaceros richardsoni,SpecWoRMS,EDR,Pentaceros richardsoni,SpecASFIS
313240,Pentaceros richardsoni,SpecWoRMS,EDR,Pentaceros richardsoni,SpecASFIS
140601,Eledone moschata,SpecWoRMS,EDT,Eledone moschata,SpecASFIS
159789,Etelis oculatus,SpecWoRMS,EEO,Etelis oculatus,SpecASFIS
127413,Ephippion guttifer,SpecWoRMS,EFG,Ephippion guttifer,SpecASFIS
126856,Epigonus constanciae,SpecWoRMS,EGC,Epigonus constanciae,SpecASFIS
126857,Epigonus denticulatus,SpecWoRMS,EGD,Epigonus denticulatus,SpecASFIS
137074,Somateria mollissima,SpecWoRMS,EGF,Somateria mollissima,SpecASFIS
137075,Somateria spectabilis,SpecWoRMS,EGJ,Somateria spectabilis,SpecASFIS
126827,Centracanthus cirrus,SpecWoRMS,EHI,Centracanthus cirrus,SpecASFIS
140891,Pteria hirundo,SpecWoRMS,EHJ,Pteria hirundo,SpecASFIS
126848,Echeneis naucrates,SpecWoRMS,EHN,Echeneis naucrates,SpecASFIS
107409,Eriphia verrucosa,SpecWoRMS,EIK,Eriphia verrucosa,SpecASFIS
141442,Sepia bertheloti,SpecWoRMS,EJB,Sepia bertheloti,SpecASFIS
1667162,Rhombosepion elegans,SpecWoRMS,EJE,Sepia elegans,SpecASFIS
107664,Plesionika williamsi,SpecWoRMS,EKW,Plesionika williamsi,SpecASFIS
158562,Anguilla rostrata,SpecWoRMS,ELA,Anguilla rostrata,SpecASFIS
126281,Anguilla anguilla,SpecWoRMS,ELE,Anguilla anguilla,SpecASFIS
127123,Zoarces viviparus,SpecWoRMS,ELP,Zoarces viviparus,SpecASFIS
126600,Electrona risso,SpecWoRMS,ELR,Electrona risso,SpecASFIS
218465,Emmelichthys nitidus,SpecWoRMS,EMM,Emmelichthys nitidus,SpecASFIS
126450,Enchelyopus cimbrius,SpecWoRMS,ENC,Enchelyopus cimbrius,SpecASFIS
127379,Entelurus aequoreus,SpecWoRMS,ENQ,Entelurus aequoreus,SpecASFIS
126961,Centrolabrus exoletus,SpecWoRMS,ENX,Centrolabrus exoletus,SpecASFIS
140600,Eledone cirrhosa,SpecWoRMS,EOI,Eledone cirrhosa,SpecASFIS
126858,Epigonus telescopus,SpecWoRMS,EPI,Epigonus telescopus,SpecASFIS
127034,Epinephelus costae,SpecWoRMS,EPK,Epinephelus costae,SpecASFIS
282139,Pareques acuminatus,SpecWoRMS,EQA,Pareques acuminatus,SpecASFIS
140733,Ensis ensis,SpecWoRMS,EQE,Ensis ensis,SpecASFIS
140735,Ensis siliqua,SpecWoRMS,EQI,Ensis siliqua,SpecASFIS
160539,Ensis magnus,SpecWoRMS,EQK,Ensis magnus,SpecASFIS
279753,Aspericorvina jubata,SpecWoRMS,ERJ,Aspericorvina jubata,SpecASFIS
107451,Eriocheir sinensis,SpecWoRMS,ERS,Eriocheir sinensis,SpecASFIS
275321,Stolephorus chinensis,SpecWoRMS,ESC,Stolephorus chinensis,SpecASFIS
733346,Lepas (Anatifa) anatifera,SpecWoRMS,ESF,Lepas anatifera,SpecASFIS
105912,Etmopterus pusillus,SpecWoRMS,ETP,Etmopterus pusillus,SpecASFIS
105911,Etmopterus princeps,SpecWoRMS,ETR,Etmopterus princeps,SpecASFIS
105913,Etmopterus spinax,SpecWoRMS,ETX,Etmopterus spinax,SpecASFIS
220222,Eubalaena australis,SpecWoRMS,EUA,Eubalaena australis,SpecASFIS
159023,Eubalaena glacialis,SpecWoRMS,EUG,Eubalaena glacialis,SpecASFIS
126338,Evermannella balbo,SpecWoRMS,EVO,Evermannella balbo,SpecASFIS
126383,Cheilopogon pinnatibarbatus,SpecWoRMS,EWD,Cheilopogon pinnatibarbatus,SpecASFIS
124963,Astrospartus mediterraneus,SpecWoRMS,EWJ,Astrospartus mediterraneus,SpecASFIS
126855,Erythrocles monodi,SpecWoRMS,EYO,Erythrocles monodi,SpecASFIS
126384,Exocoetus obtusirostris,SpecWoRMS,EZB,Exocoetus obtusirostris,SpecASFIS
139523,Dendronotus frondosus,SpecWoRMS,EZD,Dendronotus frondosus,SpecASFIS
254974,Eubalaena japonica,SpecWoRMS,EZJ,Eubalaena japonica,SpecASFIS
127242,Scorpaena elongata,SpecWoRMS,EZS,Scorpaena elongata,SpecASFIS
139442,Cuspidaria cuspidata,SpecWoRMS,EZV,Cuspidaria cuspidata,SpecASFIS
270668,Puntius,SpecWoRMS,FAB,Puntius spp,SpecASFIS
107678,Pasiphaea tarda,SpecWoRMS,FAC,Pasiphaea tarda,SpecASFIS
105789,Carcharhinus falciformis,SpecWoRMS,FAL,Carcharhinus falciformis,SpecASFIS
107676,Pasiphaea multidentata,SpecWoRMS,FAM,Pasiphaea multidentata,SpecASFIS
232039,Mergellus albellus,SpecWoRMS,FAO,Mergellus albellus,SpecASFIS
111367,Flustra foliacea,SpecWoRMS,FAQ,Flustra foliacea,SpecASFIS
107677,Pasiphaea sivado,SpecWoRMS,FAV,Pasiphaea sivado,SpecASFIS
137104,Pseudorca crassidens,SpecWoRMS,FAW,Pseudorca crassidens,SpecASFIS
107200,Paguristes eremita,SpecWoRMS,FAY,Paguristes eremita,SpecASFIS
106854,Pagurus,SpecWoRMS,FAZ,Pagurus spp,SpecASFIS
107230,Pagurus alatus,SpecWoRMS,FBE,Pagurus alatus,SpecASFIS
137171,Stercorarius longicaudus,SpecWoRMS,FBF,Stercorarius longicaudus,SpecASFIS
107240,Pagurus pubescens,SpecWoRMS,FBG,Pagurus pubescens,SpecASFIS
225385,Papyridea soleniformis,SpecWoRMS,FBJ,Papyridea soleniformis,SpecASFIS
146733,Boreotrophon truncatus,SpecWoRMS,FBK,Boreotrophon truncatus,SpecASFIS
130988,Ficopomatus enigmaticus,SpecWoRMS,FBL,Ficopomatus enigmaticus,SpecASFIS
154281,Abramis brama,SpecWoRMS,FBM,Abramis brama,SpecASFIS
567480,Sternula albifrons,SpecWoRMS,FBP,Sternula albifrons,SpecASFIS
154271,Abramis,SpecWoRMS,FBR,Abramis spp,SpecASFIS
137137,Chlidonias niger,SpecWoRMS,FBS,Chlidonias niger,SpecASFIS
154388,Lota lota,SpecWoRMS,FBU,Lota lota,SpecASFIS
154297,Carassius carassius,SpecWoRMS,FCC,Carassius carassius,SpecASFIS
153375,Facelina auriculata,SpecWoRMS,FCF,Facelina auriculata,SpecASFIS
154314,Ctenopharyngodon idella,SpecWoRMS,FCG,Ctenopharyngodon idella,SpecASFIS
154582,Cyprinus carpio,SpecWoRMS,FCP,Cyprinus carpio,SpecASFIS
1066,Crustacea,SpecWoRMS,FCX,Crustacea,SpecASFIS
138823,Astarte montagui,SpecWoRMS,FDE,Tridonta montagui,SpecASFIS
146518,Tridonta montagui,SpecWoRMS,FDE,Tridonta montagui,SpecASFIS
138824,Astarte sulcata,SpecWoRMS,FDF,Astarte sulcata,SpecASFIS
130989,Filograna implexa,SpecWoRMS,FDG,Filograna implexa,SpecASFIS
123121,Asteriidae,SpecWoRMS,FDH,Asteriidae,SpecASFIS
106148,Dosima fascicularis,SpecWoRMS,FDU,Dosima fascicularis,SpecASFIS
236130,Acrocnida brachiata,SpecWoRMS,FEK,Acrocnida brachiata,SpecASFIS
107477,Alpheus glaber,SpecWoRMS,FEL,Alpheus glaber,SpecASFIS
138691,Acteon tornatilis,SpecWoRMS,FEM,Acteon tornatilis,SpecASFIS
135190,Enallopsammia rostrata,SpecWoRMS,FEY,Enallopsammia rostrata,SpecASFIS
125610,Monacanthidae,SpecWoRMS,FFX,Monacanthidae,SpecASFIS
126996,Pholis gunnellus,SpecWoRMS,FGN,Pholis gunnellus,SpecASFIS
127351,Flagellostomias boureei,SpecWoRMS,FGU,Flagellostomias boureei,SpecASFIS
125537,Gobiidae,SpecWoRMS,FGX,Gobiidae,SpecASFIS
107674,Pasiphaea hoplocerca,SpecWoRMS,FHE,Pasiphaea hoplocerca,SpecASFIS
154324,Leuciscus idus,SpecWoRMS,FID,Leuciscus idus,SpecASFIS
154599,Leuciscus leuciscus,SpecWoRMS,FIE,Leuciscus leuciscus,SpecASFIS
307126,Stephanolepis hispida,SpecWoRMS,FIK,Stephanolepis hispida,SpecASFIS
275247,Stephanolepis cirrhifer,SpecWoRMS,FIL,Stephanolepis cirrhifer,SpecASFIS
126868,Aphia minuta,SpecWoRMS,FIM,Aphia minuta,SpecASFIS
152352,Osteichthyes,SpecWoRMS,FIN,Osteichthyes,SpecASFIS
