OBJECTID,ID,ICESNAME,SOUTH,WEST,NORTH,EAST,AREA_KM2,stat_x,stat_y,Area_27,Perc,MaxPer,RNDMaxPer,AreasList,Shape_Leng,Shape_Area
37,216.00000000000,20A2,45.50000000000,-42.00000000000,46.00000000000,-41.00000000000,4324,-41.50000000000,45.75000000000,10.b,100.00000000,100.00000000000,100,10.b,2.99999999940,0.49999999980
38,217.00000000000,21A2,46.00000000000,-42.00000000000,46.50000000000,-41.00000000000,4286,-41.50000000000,46.25000000000,10.b,100.00000000,100.00000000000,100,10.b,2.99999999940,0.49999999980
39,218.00000000000,22A2,46.50000000000,-42.00000000000,47.00000000000,-41.00000000000,4247,-41.50000000000,46.75000000000,10.b,100.00000000,100.00000000000,100,10.b,2.99999999940,0.49999999980
40,219.00000000000,23A2,47.00000000000,-42.00000000000,47.50000000000,-41.00000000000,4208,-41.50000000000,47.25000000000,10.b,100.00000000,100.00000000000,100,10.b,2.99999999940,0.49999999980
41,220.00000000000,24A2,47.50000000000,-42.00000000000,48.00000000000,-41.00000000000,4169,-41.50000000000,47.75000000000,10.b,100.00000000,100.00000000000,100,10.b,3.00000000120,0.50000000070
42,221.00000000000,25A2,48.00000000000,-42.00000000000,48.50000000000,-41.00000000000,4129,-41.50000000000,48.25000000000,12.c,100.00000000,100.00000000000,100,12.c,2.99999999940,0.49999999980
43,222.00000000000,26A2,48.50000000000,-42.00000000000,49.00000000000,-41.00000000000,4089,-41.50000000000,48.75000000000,12.c,100.00000000,100.00000000000,100,12.c,2.99999999940,0.49999999980
44,223.00000000000,27A2,49.00000000000,-42.00000000000,49.50000000000,-41.00000000000,4048,-41.50000000000,49.25000000000,12.c,100.00000000,100.00000000000,100,12.c,2.99999999940,0.49999999980
45,224.00000000000,28A2,49.50000000000,-42.00000000000,50.00000000000,-41.00000000000,4008,-41.50000000000,49.75000000000,12.c,100.00000000,100.00000000000,100,12.c,2.99999999940,0.49999999980
46,225.00000000000,29A2,50.00000000000,-42.00000000000,50.50000000000,-41.00000000000,3967,-41.50000000000,50.25000000000,12.c,100.00000000,100.00000000000,100,12.c,2.99999999940,0.49999999980
47,226.00000000000,30A2,50.50000000000,-42.00000000000,51.00000000000,-41.00000000000,3925,-41.50000000000,50.75000000000,12.c,100.00000000,100.00000000000,100,12.c,2.99999999940,0.49999999980
48,227.00000000000,31A2,51.00000000000,-42.00000000000,51.50000000000,-41.00000000000,3884,-41.50000000000,51.25000000000,12.c,100.00000000,100.00000000000,100,12.c,2.99999999940,0.49999999980
