"Area_27","ICESNAME","Area"
"1.b","56J9","27.1.b"
"1.b","58J9","27.1.b"
"1.b","59J9","27.1.b"
"1.b","60J9","27.1.b"
"1.b","61J9","27.1.b"
"1.b","64J9","27.1.b"
"1.b","65J9","27.1.b"
"1.b","66J9","27.1.b"
"1.b","67J9","27.1.b"
"1.b","68J9","27.1.b"
"1.b","69J9","27.1.b"
"1.b","70J9","27.1.b"
"1.b","71J9","27.1.b"
"1.b","72J9","27.1.b"
"1.a","75J9","27.1.a"
"1.a","76J9","27.1.a"
"1.a","77J9","27.1.a"
"1.a","78J9","27.1.a"
"1.a","79J9","27.1.a"
"1.a","80J9","27.1.a"
"1.a","81J9","27.1.a"
"1.a","82J9","27.1.a"
"1.b","84J9","27.1.b"
"1.b","85J9","27.1.b"
"1.b","86J9","27.1.b"
"1.b","87J9","27.1.b"
"1.b","88J9","27.1.b"
"1.b","89J9","27.1.b"
"1.b","90J9","27.1.b"
"1.b","91J9","27.1.b"
"1.b","92J9","27.1.b"
"1.b","93J9","27.1.b"
"1.b","94J9","27.1.b"
"1.b","95J9","27.1.b"
"1.b","96J9","27.1.b"
"1.b","97J9","27.1.b"
"1.b","98J9","27.1.b"
"1.b","53K0","27.1.b"
"1.b","57K0","27.1.b"
"1.b","58K0","27.1.b"
"1.b","59K0","27.1.b"
"1.b","60K0","27.1.b"
"1.b","61K0","27.1.b"
"1.b","62K0","27.1.b"
"1.b","63K0","27.1.b"
"1.b","64K0","27.1.b"
"1.b","65K0","27.1.b"
"1.b","66K0","27.1.b"
"1.b","67K0","27.1.b"
"1.b","68K0","27.1.b"
"1.b","69K0","27.1.b"
"1.b","70K0","27.1.b"
"1.b","71K0","27.1.b"
"1.b","72K0","27.1.b"
"1.a","76K0","27.1.a"
"1.a","77K0","27.1.a"
"1.a","78K0","27.1.a"
"1.a","79K0","27.1.a"
"1.a","80K0","27.1.a"
"1.a","81K0","27.1.a"
"1.a","82K0","27.1.a"
"1.b","84K0","27.1.b"
"1.b","85K0","27.1.b"
"1.b","86K0","27.1.b"
"1.b","87K0","27.1.b"
"1.b","88K0","27.1.b"
"1.b","89K0","27.1.b"
"1.b","90K0","27.1.b"
"1.b","91K0","27.1.b"
"1.b","92K0","27.1.b"
"1.b","93K0","27.1.b"
"1.b","94K0","27.1.b"
"1.b","95K0","27.1.b"
"1.b","96K0","27.1.b"
"1.b","97K0","27.1.b"
"1.b","98K0","27.1.b"
"1.b","51K1","27.1.b"
"1.b","55K1","27.1.b"
"1.b","56K1","27.1.b"
"1.b","57K1","27.1.b"
"1.b","61K1","27.1.b"
"1.b","62K1","27.1.b"
"1.b","63K1","27.1.b"
"1.b","64K1","27.1.b"
"1.b","65K1","27.1.b"
"1.b","66K1","27.1.b"
"1.b","67K1","27.1.b"
"1.b","68K1","27.1.b"
"1.b","69K1","27.1.b"
"1.b","70K1","27.1.b"
"1.b","71K1","27.1.b"
"1.b","72K1","27.1.b"
"1.b","73K1","27.1.b"
"1.b","74K1","27.1.b"
"1.a","79K1","27.1.a"
"1.a","80K1","27.1.a"
"1.a","81K1","27.1.a"
"1.b","84K1","27.1.b"
"1.b","85K1","27.1.b"
"1.b","86K1","27.1.b"
"1.b","87K1","27.1.b"
"1.b","88K1","27.1.b"
"1.b","89K1","27.1.b"
"1.b","90K1","27.1.b"
"1.b","91K1","27.1.b"
"1.b","92K1","27.1.b"
"1.b","93K1","27.1.b"
"1.b","94K1","27.1.b"
"1.b","95K1","27.1.b"
"1.b","96K1","27.1.b"
"1.b","97K1","27.1.b"
"1.b","98K1","27.1.b"
"1.b","50K2","27.1.b"
"1.b","51K2","27.1.b"
"1.b","52K2","27.1.b"
"1.b","53K2","27.1.b"
"1.b","54K2","27.1.b"
"1.b","55K2","27.1.b"
"1.b","57K2","27.1.b"
"1.b","61K2","27.1.b"
"1.b","62K2","27.1.b"
"1.b","63K2","27.1.b"
"1.b","64K2","27.1.b"
"1.b","65K2","27.1.b"
"1.b","66K2","27.1.b"
"1.b","67K2","27.1.b"
"1.b","68K2","27.1.b"
"1.b","69K2","27.1.b"
"1.b","70K2","27.1.b"
"1.b","71K2","27.1.b"
"1.b","72K2","27.1.b"
"1.b","73K2","27.1.b"
"1.b","74K2","27.1.b"
"1.b","75K2","27.1.b"
"1.b","76K2","27.1.b"
"1.b","77K2","27.1.b"
"1.b","83K2","27.1.b"
"1.b","84K2","27.1.b"
"1.b","85K2","27.1.b"
"1.b","86K2","27.1.b"
"1.b","87K2","27.1.b"
"1.b","88K2","27.1.b"
"1.b","89K2","27.1.b"
"1.b","90K2","27.1.b"
"1.b","91K2","27.1.b"
"1.b","92K2","27.1.b"
"1.b","93K2","27.1.b"
"1.b","94K2","27.1.b"
"1.b","95K2","27.1.b"
"1.b","96K2","27.1.b"
"1.b","97K2","27.1.b"
"1.b","98K2","27.1.b"
"1.b","53K3","27.1.b"
"1.b","54K3","27.1.b"
"1.b","57K3","27.1.b"
"1.b","58K3","27.1.b"
"1.b","59K3","27.1.b"
"1.b","60K3","27.1.b"
"1.b","61K3","27.1.b"
"1.b","62K3","27.1.b"
"1.b","63K3","27.1.b"
"1.b","64K3","27.1.b"
"1.b","65K3","27.1.b"
"1.b","66K3","27.1.b"
"1.b","67K3","27.1.b"
"1.b","68K3","27.1.b"
"1.b","69K3","27.1.b"
"1.b","70K3","27.1.b"
"1.b","71K3","27.1.b"
"1.b","72K3","27.1.b"
"1.b","73K3","27.1.b"
"1.b","74K3","27.1.b"
"1.b","75K3","27.1.b"
"1.b","76K3","27.1.b"
"1.b","77K3","27.1.b"
"1.b","78K3","27.1.b"
"1.b","79K3","27.1.b"
"1.b","80K3","27.1.b"
"1.b","83K3","27.1.b"
"1.b","84K3","27.1.b"
"1.b","85K3","27.1.b"
"1.b","86K3","27.1.b"
"1.b","87K3","27.1.b"
"1.b","88K3","27.1.b"
"1.b","89K3","27.1.b"
"1.b","90K3","27.1.b"
"1.b","91K3","27.1.b"
"1.b","92K3","27.1.b"
"1.b","93K3","27.1.b"
"1.b","94K3","27.1.b"
"1.b","95K3","27.1.b"
"1.b","96K3","27.1.b"
"1.b","97K3","27.1.b"
"1.b","98K3","27.1.b"
"1.b","53K4","27.1.b"
"1.b","57K4","27.1.b"
"1.b","58K4","27.1.b"
"1.b","59K4","27.1.b"
"1.b","60K4","27.1.b"
"1.b","61K4","27.1.b"
"1.b","62K4","27.1.b"
"1.b","63K4","27.1.b"
"1.b","64K4","27.1.b"
"1.b","65K4","27.1.b"
"1.b","66K4","27.1.b"
"1.b","67K4","27.1.b"
"1.b","68K4","27.1.b"
"1.b","69K4","27.1.b"
"1.b","70K4","27.1.b"
"1.b","71K4","27.1.b"
"1.b","72K4","27.1.b"
"1.b","73K4","27.1.b"
"1.b","74K4","27.1.b"
"1.b","75K4","27.1.b"
"1.b","76K4","27.1.b"
"1.b","77K4","27.1.b"
"1.b","78K4","27.1.b"
"1.b","79K4","27.1.b"
"1.b","80K4","27.1.b"
"1.b","81K4","27.1.b"
"1.b","82K4","27.1.b"
"1.b","83K4","27.1.b"
"1.b","84K4","27.1.b"
"1.b","85K4","27.1.b"
"1.b","86K4","27.1.b"
"1.b","87K4","27.1.b"
"1.b","88K4","27.1.b"
"1.b","89K4","27.1.b"
"1.b","90K4","27.1.b"
"1.b","91K4","27.1.b"
"1.b","92K4","27.1.b"
"1.b","93K4","27.1.b"
"1.b","94K4","27.1.b"
"1.b","95K4","27.1.b"
"1.b","96K4","27.1.b"
"1.b","97K4","27.1.b"
"1.b","98K4","27.1.b"
"1.b","58K5","27.1.b"
"1.b","59K5","27.1.b"
"1.b","60K5","27.1.b"
"1.b","62K5","27.1.b"
"1.b","63K5","27.1.b"
"1.b","64K5","27.1.b"
"1.b","65K5","27.1.b"
"1.b","66K5","27.1.b"
"1.b","67K5","27.1.b"
"1.b","68K5","27.1.b"
"1.b","69K5","27.1.b"
"1.b","70K5","27.1.b"
"1.b","71K5","27.1.b"
"1.b","72K5","27.1.b"
"1.b","73K5","27.1.b"
"1.b","74K5","27.1.b"
"1.b","75K5","27.1.b"
"1.b","76K5","27.1.b"
"1.b","77K5","27.1.b"
"1.b","78K5","27.1.b"
"1.b","79K5","27.1.b"
"1.b","80K5","27.1.b"
"1.b","81K5","27.1.b"
"1.b","82K5","27.1.b"
"1.b","83K5","27.1.b"
"1.b","84K5","27.1.b"
"1.b","85K5","27.1.b"
"1.b","86K5","27.1.b"
"1.b","87K5","27.1.b"
"1.b","88K5","27.1.b"
"1.b","89K5","27.1.b"
"1.b","90K5","27.1.b"
"1.b","91K5","27.1.b"
"1.b","92K5","27.1.b"
"1.b","93K5","27.1.b"
"1.b","94K5","27.1.b"
"1.b","95K5","27.1.b"
"1.b","96K5","27.1.b"
"1.b","97K5","27.1.b"
"1.b","98K5","27.1.b"
"1.b","62K6","27.1.b"
"1.b","63K6","27.1.b"
"1.b","64K6","27.1.b"
"1.b","65K6","27.1.b"
"1.b","66K6","27.1.b"
"1.b","67K6","27.1.b"
"1.b","68K6","27.1.b"
"1.b","69K6","27.1.b"
"1.b","70K6","27.1.b"
"1.b","71K6","27.1.b"
"1.b","72K6","27.1.b"
"1.b","73K6","27.1.b"
"1.b","74K6","27.1.b"
"1.b","75K6","27.1.b"
"1.b","76K6","27.1.b"
"1.b","77K6","27.1.b"
"1.b","78K6","27.1.b"
"1.b","79K6","27.1.b"
"1.b","80K6","27.1.b"
"1.b","81K6","27.1.b"
"1.b","82K6","27.1.b"
"1.b","83K6","27.1.b"
"1.b","84K6","27.1.b"
"1.b","85K6","27.1.b"
"1.b","86K6","27.1.b"
"1.b","87K6","27.1.b"
"1.b","88K6","27.1.b"
"1.b","89K6","27.1.b"
"1.b","90K6","27.1.b"
"1.b","91K6","27.1.b"
"1.b","92K6","27.1.b"
"1.b","93K6","27.1.b"
"1.b","94K6","27.1.b"
"1.b","95K6","27.1.b"
"1.b","96K6","27.1.b"
"1.b","97K6","27.1.b"
"1.b","98K6","27.1.b"
"1.b","62K7","27.1.b"
"1.b","63K7","27.1.b"
"1.b","64K7","27.1.b"
"1.b","65K7","27.1.b"
"1.b","66K7","27.1.b"
"1.b","67K7","27.1.b"
"1.b","68K7","27.1.b"
"1.b","69K7","27.1.b"
"1.b","70K7","27.1.b"
"1.b","71K7","27.1.b"
"1.b","72K7","27.1.b"
"1.b","73K7","27.1.b"
"1.b","74K7","27.1.b"
"1.b","75K7","27.1.b"
"1.b","76K7","27.1.b"
"1.b","77K7","27.1.b"
"1.b","78K7","27.1.b"
"1.b","79K7","27.1.b"
"1.b","80K7","27.1.b"
"1.b","81K7","27.1.b"
"1.b","82K7","27.1.b"
"1.b","83K7","27.1.b"
"1.b","84K7","27.1.b"
"1.b","85K7","27.1.b"
"1.b","86K7","27.1.b"
"1.b","87K7","27.1.b"
"1.b","88K7","27.1.b"
"1.b","89K7","27.1.b"
"1.b","90K7","27.1.b"
"1.b","91K7","27.1.b"
"1.b","92K7","27.1.b"
"1.b","93K7","27.1.b"
"1.b","94K7","27.1.b"
"1.b","95K7","27.1.b"
"1.b","96K7","27.1.b"
"1.b","97K7","27.1.b"
"1.b","98K7","27.1.b"
"1.b","64K8","27.1.b"
"1.b","65K8","27.1.b"
"1.b","66K8","27.1.b"
"1.b","67K8","27.1.b"
"1.b","68K8","27.1.b"
"1.b","69K8","27.1.b"
"1.b","70K8","27.1.b"
"1.b","71K8","27.1.b"
"1.b","72K8","27.1.b"
"1.b","73K8","27.1.b"
"1.b","74K8","27.1.b"
"1.b","75K8","27.1.b"
"1.b","76K8","27.1.b"
"1.b","77K8","27.1.b"
"1.b","78K8","27.1.b"
"1.b","79K8","27.1.b"
"1.b","80K8","27.1.b"
"1.b","81K8","27.1.b"
"1.b","82K8","27.1.b"
"1.b","83K8","27.1.b"
"1.b","84K8","27.1.b"
"1.b","85K8","27.1.b"
"1.b","86K8","27.1.b"
"1.b","87K8","27.1.b"
"1.b","88K8","27.1.b"
"1.b","89K8","27.1.b"
"1.b","90K8","27.1.b"
"1.b","91K8","27.1.b"
"1.b","92K8","27.1.b"
"1.b","93K8","27.1.b"
"1.b","94K8","27.1.b"
"1.b","95K8","27.1.b"
"1.b","96K8","27.1.b"
"1.b","97K8","27.1.b"
"1.b","98K8","27.1.b"
"1.b","64K9","27.1.b"
"1.b","65K9","27.1.b"
"1.b","66K9","27.1.b"
"1.b","67K9","27.1.b"
"1.b","68K9","27.1.b"
"1.b","69K9","27.1.b"
"1.b","70K9","27.1.b"
"1.b","71K9","27.1.b"
"1.b","72K9","27.1.b"
"1.b","73K9","27.1.b"
"1.b","74K9","27.1.b"
"1.b","75K9","27.1.b"
"1.b","76K9","27.1.b"
"1.b","77K9","27.1.b"
"1.b","78K9","27.1.b"
"1.b","79K9","27.1.b"
"1.b","80K9","27.1.b"
"1.b","81K9","27.1.b"
"1.b","82K9","27.1.b"
"1.b","83K9","27.1.b"
"1.b","84K9","27.1.b"
"1.b","85K9","27.1.b"
"1.b","86K9","27.1.b"
"1.b","87K9","27.1.b"
"1.b","88K9","27.1.b"
"1.b","89K9","27.1.b"
"1.b","90K9","27.1.b"
"1.b","91K9","27.1.b"
"1.b","92K9","27.1.b"
"1.b","93K9","27.1.b"
"1.b","94K9","27.1.b"
"1.b","95K9","27.1.b"
"1.b","96K9","27.1.b"
"1.b","97K9","27.1.b"
"1.b","98K9","27.1.b"
"1.b","65L0","27.1.b"
"1.b","66L0","27.1.b"
"1.b","67L0","27.1.b"
"1.b","68L0","27.1.b"
"1.b","69L0","27.1.b"
"1.b","70L0","27.1.b"
"1.b","71L0","27.1.b"
"1.b","72L0","27.1.b"
"1.b","73L0","27.1.b"
"1.b","74L0","27.1.b"
"1.b","75L0","27.1.b"
"1.b","76L0","27.1.b"
"1.b","77L0","27.1.b"
"1.b","78L0","27.1.b"
"1.b","79L0","27.1.b"
"1.b","80L0","27.1.b"
"1.b","81L0","27.1.b"
"1.b","82L0","27.1.b"
"1.b","83L0","27.1.b"
"1.b","84L0","27.1.b"
"1.b","85L0","27.1.b"
"1.b","86L0","27.1.b"
"1.b","87L0","27.1.b"
"1.b","88L0","27.1.b"
"1.b","89L0","27.1.b"
"1.b","90L0","27.1.b"
"1.b","91L0","27.1.b"
"1.b","92L0","27.1.b"
"1.b","93L0","27.1.b"
"1.b","94L0","27.1.b"
"1.b","95L0","27.1.b"
"1.b","96L0","27.1.b"
"1.b","97L0","27.1.b"
"1.b","98L0","27.1.b"
"1.b","63L1","27.1.b"
"1.b","64L1","27.1.b"
"1.b","65L1","27.1.b"
"1.b","66L1","27.1.b"
"1.b","67L1","27.1.b"
"1.b","68L1","27.1.b"
"1.b","69L1","27.1.b"
"1.b","70L1","27.1.b"
"1.b","71L1","27.1.b"
"1.b","72L1","27.1.b"
"1.b","73L1","27.1.b"
"1.b","74L1","27.1.b"
"1.b","75L1","27.1.b"
"1.b","76L1","27.1.b"
"1.b","77L1","27.1.b"
"1.b","78L1","27.1.b"
"1.b","79L1","27.1.b"
"1.b","80L1","27.1.b"
"1.b","81L1","27.1.b"
"1.b","82L1","27.1.b"
"1.b","83L1","27.1.b"
"1.b","84L1","27.1.b"
"1.b","85L1","27.1.b"
"1.b","86L1","27.1.b"
"1.b","87L1","27.1.b"
"1.b","88L1","27.1.b"
"1.b","89L1","27.1.b"
"1.b","90L1","27.1.b"
"1.b","91L1","27.1.b"
"1.b","92L1","27.1.b"
"1.b","93L1","27.1.b"
"1.b","94L1","27.1.b"
"1.b","95L1","27.1.b"
"1.b","96L1","27.1.b"
"1.b","97L1","27.1.b"
"1.b","98L1","27.1.b"
"1.b","60L2","27.1.b"
"1.b","61L2","27.1.b"
"1.b","62L2","27.1.b"
"1.b","63L2","27.1.b"
"1.b","64L2","27.1.b"
"1.b","65L2","27.1.b"
"1.b","66L2","27.1.b"
"1.b","67L2","27.1.b"
"1.b","68L2","27.1.b"
"1.b","69L2","27.1.b"
"1.b","70L2","27.1.b"
"1.b","71L2","27.1.b"
"1.b","72L2","27.1.b"
"1.b","73L2","27.1.b"
"1.b","74L2","27.1.b"
"1.b","75L2","27.1.b"
"1.b","76L2","27.1.b"
"1.b","77L2","27.1.b"
"1.b","78L2","27.1.b"
"1.b","79L2","27.1.b"
"1.b","80L2","27.1.b"
"1.b","81L2","27.1.b"
"1.b","82L2","27.1.b"
"1.b","83L2","27.1.b"
"1.b","84L2","27.1.b"
"1.b","85L2","27.1.b"
"1.b","86L2","27.1.b"
"1.b","87L2","27.1.b"
"1.b","88L2","27.1.b"
"1.b","89L2","27.1.b"
"1.b","90L2","27.1.b"
"1.b","91L2","27.1.b"
"1.b","92L2","27.1.b"
"1.b","93L2","27.1.b"
"1.b","94L2","27.1.b"
"1.b","95L2","27.1.b"
"1.b","96L2","27.1.b"
"1.b","97L2","27.1.b"
"1.b","98L2","27.1.b"
"1.b","64L3","27.1.b"
"1.b","65L3","27.1.b"
"1.b","66L3","27.1.b"
"1.b","67L3","27.1.b"
"1.b","68L3","27.1.b"
"1.b","69L3","27.1.b"
"1.b","70L3","27.1.b"
"1.b","71L3","27.1.b"
"1.b","72L3","27.1.b"
"1.b","74L3","27.1.b"
"1.b","75L3","27.1.b"
"1.b","76L3","27.1.b"
"1.b","77L3","27.1.b"
"1.b","78L3","27.1.b"
"1.b","79L3","27.1.b"
"1.b","80L3","27.1.b"
"1.b","81L3","27.1.b"
"1.b","82L3","27.1.b"
"1.b","83L3","27.1.b"
"1.b","84L3","27.1.b"
"1.b","85L3","27.1.b"
"1.b","86L3","27.1.b"
"1.b","87L3","27.1.b"
"1.b","88L3","27.1.b"
"1.b","89L3","27.1.b"
"1.b","90L3","27.1.b"
"1.b","91L3","27.1.b"
"1.b","92L3","27.1.b"
"1.b","93L3","27.1.b"
"1.b","94L3","27.1.b"
"1.b","95L3","27.1.b"
"1.b","96L3","27.1.b"
"1.b","97L3","27.1.b"
"1.b","98L3","27.1.b"
"1.b","64L4","27.1.b"
"1.b","65L4","27.1.b"
"1.b","66L4","27.1.b"
"1.b","67L4","27.1.b"
"1.b","68L4","27.1.b"
"1.b","69L4","27.1.b"
"1.b","70L4","27.1.b"
"1.b","71L4","27.1.b"
"1.b","75L4","27.1.b"
"1.b","76L4","27.1.b"
"1.b","77L4","27.1.b"
"1.b","78L4","27.1.b"
"1.b","79L4","27.1.b"
"1.b","80L4","27.1.b"
"1.b","81L4","27.1.b"
"1.b","82L4","27.1.b"
"1.b","83L4","27.1.b"
"1.b","84L4","27.1.b"
"1.b","85L4","27.1.b"
"1.b","86L4","27.1.b"
"1.b","87L4","27.1.b"
"1.b","88L4","27.1.b"
"1.b","89L4","27.1.b"
"1.b","90L4","27.1.b"
"1.b","91L4","27.1.b"
"1.b","92L4","27.1.b"
"1.b","93L4","27.1.b"
"1.b","94L4","27.1.b"
"1.b","95L4","27.1.b"
"1.b","96L4","27.1.b"
"1.b","97L4","27.1.b"
"1.b","98L4","27.1.b"
"1.b","65L5","27.1.b"
"1.b","66L5","27.1.b"
"1.b","67L5","27.1.b"
"1.b","68L5","27.1.b"
"1.b","69L5","27.1.b"
"1.b","70L5","27.1.b"
"1.b","76L5","27.1.b"
"1.b","77L5","27.1.b"
"1.b","78L5","27.1.b"
"1.b","79L5","27.1.b"
"1.b","80L5","27.1.b"
"1.b","81L5","27.1.b"
"1.b","82L5","27.1.b"
"1.b","83L5","27.1.b"
"1.b","84L5","27.1.b"
"1.b","85L5","27.1.b"
"1.b","86L5","27.1.b"
"1.b","87L5","27.1.b"
"1.b","88L5","27.1.b"
"1.b","89L5","27.1.b"
"1.b","90L5","27.1.b"
"1.b","91L5","27.1.b"
"1.b","92L5","27.1.b"
"1.b","93L5","27.1.b"
"1.b","94L5","27.1.b"
"1.b","95L5","27.1.b"
"1.b","96L5","27.1.b"
"1.b","97L5","27.1.b"
"1.b","98L5","27.1.b"
"1.b","65L6","27.1.b"
"1.b","66L6","27.1.b"
"1.b","67L6","27.1.b"
"1.b","68L6","27.1.b"
"1.b","69L6","27.1.b"
"1.b","70L6","27.1.b"
"1.b","77L6","27.1.b"
"1.b","78L6","27.1.b"
"1.b","79L6","27.1.b"
"1.b","80L6","27.1.b"
"1.b","81L6","27.1.b"
"1.b","82L6","27.1.b"
"1.b","83L6","27.1.b"
"1.b","84L6","27.1.b"
"1.b","85L6","27.1.b"
"1.b","86L6","27.1.b"
"1.b","87L6","27.1.b"
"1.b","88L6","27.1.b"
"1.b","89L6","27.1.b"
"1.b","90L6","27.1.b"
"1.b","91L6","27.1.b"
"1.b","92L6","27.1.b"
"1.b","93L6","27.1.b"
"1.b","94L6","27.1.b"
"1.b","95L6","27.1.b"
"1.b","96L6","27.1.b"
"1.b","97L6","27.1.b"
"1.b","98L6","27.1.b"
"1.b","65L7","27.1.b"
"1.b","66L7","27.1.b"
"1.b","67L7","27.1.b"
"1.b","68L7","27.1.b"
"1.b","69L7","27.1.b"
"1.b","70L7","27.1.b"
"1.b","77L7","27.1.b"
"1.b","79L7","27.1.b"
"1.b","80L7","27.1.b"
"1.b","81L7","27.1.b"
"1.b","82L7","27.1.b"
"1.b","83L7","27.1.b"
"1.b","84L7","27.1.b"
"1.b","85L7","27.1.b"
"1.b","86L7","27.1.b"
"1.b","87L7","27.1.b"
"1.b","88L7","27.1.b"
"1.b","89L7","27.1.b"
"1.b","90L7","27.1.b"
"1.b","91L7","27.1.b"
"1.b","92L7","27.1.b"
"1.b","93L7","27.1.b"
"1.b","94L7","27.1.b"
"1.b","95L7","27.1.b"
"1.b","96L7","27.1.b"
"1.b","97L7","27.1.b"
"1.b","98L7","27.1.b"
"1.b","66L8","27.1.b"
"1.b","67L8","27.1.b"
"1.b","68L8","27.1.b"
"1.b","69L8","27.1.b"
"1.b","80L8","27.1.b"
"1.b","81L8","27.1.b"
"1.b","82L8","27.1.b"
"1.b","83L8","27.1.b"
"1.b","84L8","27.1.b"
"1.b","85L8","27.1.b"
"1.b","86L8","27.1.b"
"1.b","87L8","27.1.b"
"1.b","88L8","27.1.b"
"1.b","89L8","27.1.b"
"1.b","90L8","27.1.b"
"1.b","91L8","27.1.b"
"1.b","92L8","27.1.b"
"1.b","93L8","27.1.b"
"1.b","94L8","27.1.b"
"1.b","95L8","27.1.b"
"1.b","96L8","27.1.b"
"1.b","97L8","27.1.b"
"1.b","98L8","27.1.b"
"1.b","65L9","27.1.b"
"1.b","66L9","27.1.b"
"1.b","67L9","27.1.b"
"1.b","68L9","27.1.b"
"1.b","80L9","27.1.b"
"1.b","81L9","27.1.b"
"1.b","82L9","27.1.b"
"1.b","83L9","27.1.b"
"1.b","84L9","27.1.b"
"1.b","85L9","27.1.b"
"1.b","86L9","27.1.b"
"1.b","87L9","27.1.b"
"1.b","88L9","27.1.b"
"1.b","89L9","27.1.b"
"1.b","90L9","27.1.b"
"1.b","91L9","27.1.b"
"1.b","92L9","27.1.b"
"1.b","93L9","27.1.b"
"1.b","94L9","27.1.b"
"1.b","95L9","27.1.b"
"1.b","96L9","27.1.b"
"1.b","97L9","27.1.b"
"1.b","98L9","27.1.b"
"1.b","66M0","27.1.b"
"1.b","67M0","27.1.b"
"1.b","68M0","27.1.b"
"1.b","80M0","27.1.b"
"1.b","81M0","27.1.b"
"1.b","82M0","27.1.b"
"1.b","83M0","27.1.b"
"1.b","84M0","27.1.b"
"1.b","85M0","27.1.b"
"1.b","86M0","27.1.b"
"1.b","87M0","27.1.b"
"1.b","88M0","27.1.b"
"1.b","89M0","27.1.b"
"1.b","90M0","27.1.b"
"1.b","91M0","27.1.b"
"1.b","92M0","27.1.b"
"1.b","93M0","27.1.b"
"1.b","94M0","27.1.b"
"1.b","95M0","27.1.b"
"1.b","96M0","27.1.b"
"1.b","97M0","27.1.b"
"1.b","98M0","27.1.b"
"1.b","65M1","27.1.b"
"1.b","66M1","27.1.b"
"1.b","67M1","27.1.b"
"1.b","81M1","27.1.b"
"1.b","82M1","27.1.b"
"1.b","83M1","27.1.b"
"1.b","84M1","27.1.b"
"1.b","85M1","27.1.b"
"1.b","86M1","27.1.b"
"1.b","87M1","27.1.b"
"1.b","88M1","27.1.b"
"1.b","89M1","27.1.b"
"1.b","90M1","27.1.b"
"1.b","91M1","27.1.b"
"1.b","92M1","27.1.b"
"1.b","93M1","27.1.b"
"1.b","94M1","27.1.b"
"1.b","95M1","27.1.b"
"1.b","96M1","27.1.b"
"1.b","97M1","27.1.b"
"1.b","98M1","27.1.b"
"1.b","81M2","27.1.b"
"1.b","82M2","27.1.b"
"1.b","83M2","27.1.b"
"1.b","84M2","27.1.b"
"1.b","85M2","27.1.b"
"1.b","86M2","27.1.b"
"1.b","87M2","27.1.b"
"1.b","88M2","27.1.b"
"1.b","89M2","27.1.b"
"1.b","90M2","27.1.b"
"1.b","91M2","27.1.b"
"1.b","92M2","27.1.b"
"1.b","93M2","27.1.b"
"1.b","94M2","27.1.b"
"1.b","95M2","27.1.b"
"1.b","96M2","27.1.b"
"1.b","97M2","27.1.b"
"1.b","98M2","27.1.b"
"1.b","81M3","27.1.b"
"1.b","82M3","27.1.b"
"1.b","83M3","27.1.b"
"1.b","84M3","27.1.b"
"1.b","85M3","27.1.b"
"1.b","86M3","27.1.b"
"1.b","87M3","27.1.b"
"1.b","88M3","27.1.b"
"1.b","89M3","27.1.b"
"1.b","90M3","27.1.b"
"1.b","91M3","27.1.b"
"1.b","92M3","27.1.b"
"1.b","93M3","27.1.b"
"1.b","94M3","27.1.b"
"1.b","95M3","27.1.b"
"1.b","96M3","27.1.b"
"1.b","97M3","27.1.b"
"1.b","98M3","27.1.b"
"1.b","81M4","27.1.b"
"1.b","82M4","27.1.b"
"1.b","83M4","27.1.b"
"1.b","84M4","27.1.b"
"1.b","85M4","27.1.b"
"1.b","86M4","27.1.b"
"1.b","87M4","27.1.b"
"1.b","88M4","27.1.b"
"1.b","89M4","27.1.b"
"1.b","90M4","27.1.b"
"1.b","91M4","27.1.b"
"1.b","92M4","27.1.b"
"1.b","93M4","27.1.b"
"1.b","94M4","27.1.b"
"1.b","95M4","27.1.b"
"1.b","96M4","27.1.b"
"1.b","97M4","27.1.b"
"1.b","98M4","27.1.b"
"1.b","81M5","27.1.b"
"1.b","82M5","27.1.b"
"1.b","83M5","27.1.b"
"1.b","84M5","27.1.b"
"1.b","85M5","27.1.b"
"1.b","86M5","27.1.b"
"1.b","87M5","27.1.b"
"1.b","88M5","27.1.b"
"1.b","89M5","27.1.b"
"1.b","90M5","27.1.b"
"1.b","91M5","27.1.b"
"1.b","92M5","27.1.b"
"1.b","93M5","27.1.b"
"1.b","94M5","27.1.b"
"1.b","95M5","27.1.b"
"1.b","96M5","27.1.b"
"1.b","97M5","27.1.b"
"1.b","98M5","27.1.b"
"1.b","82M6","27.1.b"
"1.b","83M6","27.1.b"
"1.b","84M6","27.1.b"
"1.b","85M6","27.1.b"
"1.b","86M6","27.1.b"
"1.b","87M6","27.1.b"
"1.b","88M6","27.1.b"
"1.b","89M6","27.1.b"
"1.b","90M6","27.1.b"
"1.b","91M6","27.1.b"
"1.b","92M6","27.1.b"
"1.b","93M6","27.1.b"
"1.b","94M6","27.1.b"
"1.b","95M6","27.1.b"
"1.b","96M6","27.1.b"
"1.b","97M6","27.1.b"
"1.b","98M6","27.1.b"
"1.b","82M7","27.1.b"
"1.b","83M7","27.1.b"
"1.b","84M7","27.1.b"
"1.b","85M7","27.1.b"
"1.b","86M7","27.1.b"
"1.b","87M7","27.1.b"
"1.b","88M7","27.1.b"
"1.b","89M7","27.1.b"
"1.b","90M7","27.1.b"
"1.b","91M7","27.1.b"
"1.b","92M7","27.1.b"
"1.b","93M7","27.1.b"
"1.b","94M7","27.1.b"
"1.b","95M7","27.1.b"
"1.b","96M7","27.1.b"
