tblCodeID,Code,Description,tblCodeTypeID,CodeType,Created,Modified,Deprecated
156407,148776,Morus bassanus,365,SpecWoRMS,2016-05-26,2016-05-26,False
156434,148791,Anas platyrhynchos,365,SpecWoRMS,2016-05-26,2016-05-26,False
234008,1488274,Chroicocephalus genei,365,SpecWoRMS,2021-06-11,2021-06-11,False
168912,149668,Mysida,365,SpecWoRMS,2016-11-18,2016-11-18,False
249350,149898,Parastichopus regalis,365,SpecWoRMS,2021-09-15,2021-09-15,False
228429,150237,Suberites pagurorum,365,SpecWoRMS,2020-05-20,2020-05-20,False
139206,150630,Echiichthys vipera,365,SpecWoRMS,2013-12-09,2013-12-09,False
137418,150637,Eutrigla gurnardus,365,SpecWoRMS,2013-05-02,2021-05-27,False
228635,150662,Aspitrigla cuculus,365,SpecWoRMS,2020-06-15,2020-06-15,False
194995,151174,Scomber colias,365,SpecWoRMS,2017-11-15,2021-05-27,False
228573,151300,Percidae,365,SpecWoRMS,2020-05-22,2020-05-22,False
138953,151302,Gymnocephalus cernuus,365,SpecWoRMS,2013-11-28,2020-07-27,False
138929,151308,Sander lucioperca,365,SpecWoRMS,2013-11-28,2020-07-27,False
139306,151324,Sebastes norvegicus,365,SpecWoRMS,2013-12-09,2021-05-27,False
138920,151353,Perca fluviatilis,365,SpecWoRMS,2013-11-27,2020-07-27,False
202573,151482,Pomatomus saltatrix,365,SpecWoRMS,2020-04-15,2020-04-15,False
228850,151501,Labrus mixtus,365,SpecWoRMS,2020-07-13,2020-07-13,False
202590,151523,Sparus aurata,365,SpecWoRMS,2020-04-15,2020-04-15,False
228430,151643,Sessiliflorae,365,SpecWoRMS,2020-05-20,2020-05-20,False
234289,152007,Chirocentridae,365,SpecWoRMS,2021-06-15,2021-06-15,False
199802,153087,Illex illecebrosus,365,SpecWoRMS,2019-05-08,2020-04-20,False
234290,153091,Cirroteuthis,365,SpecWoRMS,2021-06-15,2021-06-15,False
234014,153097,Gonatus fabricii,365,SpecWoRMS,2021-06-15,2021-06-15,False
196170,153131,Alloteuthis subulata,365,SpecWoRMS,2018-05-04,2019-04-15,False
168718,153134,Alloteuthis media,365,SpecWoRMS,2016-11-04,2019-04-15,False
229390,154165,Scardinius erythrophthalmus,365,SpecWoRMS,2020-09-24,2020-09-24,False
137933,154210,Esox lucius,365,SpecWoRMS,2013-11-26,2020-07-27,False
234291,154228,Astronesthinae,365,SpecWoRMS,2021-06-15,2021-06-15,False
234292,154229,Melanostomiinae,365,SpecWoRMS,2021-06-15,2021-06-15,False
228801,154274,Blicca bjoerkna,365,SpecWoRMS,2020-07-09,2020-07-27,False
228802,154281,Abramis brama,365,SpecWoRMS,2020-07-09,2020-07-27,False
229388,154285,Alburnus alburnus,365,SpecWoRMS,2020-09-24,2020-09-24,False
228804,154297,Carassius carassius,365,SpecWoRMS,2020-07-09,2020-07-27,False
232305,154298,Carassius auratus,365,SpecWoRMS,2021-04-07,2021-04-07,False
229245,154319,Hypophthalmichthys molitrix,365,SpecWoRMS,2020-09-04,2020-09-04,False
229375,154324,Leuciscus idus,365,SpecWoRMS,2020-09-18,2020-09-18,False
168913,154333,Rutilus rutilus,365,SpecWoRMS,2016-11-18,2020-07-27,False
228805,154343,Tinca tinca,365,SpecWoRMS,2020-07-09,2020-09-18,False
138909,154388,Lota lota,365,SpecWoRMS,2013-11-27,2020-09-28,False
228574,154453,Trigla lucerna,365,SpecWoRMS,2020-05-22,2020-05-22,False
139209,154462,Trigloporus lastoviza,365,SpecWoRMS,2013-12-09,2013-12-09,False
137419,154473,Psetta maxima (historic name),365,SpecWoRMS,2013-05-02,2019-05-06,True
228808,154582,Cyprinus carpio,365,SpecWoRMS,2020-07-09,2020-09-18,False
229376,154599,Leuciscus leuciscus,365,SpecWoRMS,2020-09-18,2020-09-18,False
232306,154600,Hypophthalmichthys nobilis,365,SpecWoRMS,2021-04-07,2021-04-07,False
138910,154675,Lumpenus lampretaeformis,365,SpecWoRMS,2013-11-27,2013-11-27,False
228809,154677,Silurus glanis,365,SpecWoRMS,2020-07-09,2020-07-27,False
234293,154693,Malacosteinae,365,SpecWoRMS,2021-06-15,2021-06-15,False
168724,154721,Balistes capriscus,365,SpecWoRMS,2016-11-04,2020-07-13,False
232287,156101,Gersemia fruticosa,365,SpecWoRMS,2021-04-06,2021-04-06,False
232288,156103,Gersemia rubiformis,365,SpecWoRMS,2021-04-06,2021-04-06,False
234294,156451,Themisto compressa,365,SpecWoRMS,2021-06-15,2021-06-15,False
234295,156452,Themisto libellula,365,SpecWoRMS,2021-06-15,2021-06-15,False
228714,156972,Placopecten magellanicus,365,SpecWoRMS,2020-07-02,2020-07-02,False
234296,157031,Pyroteuthis margaritifera,365,SpecWoRMS,2021-06-15,2021-06-15,False
232126,157415,Polymastia andrica,365,SpecWoRMS,2021-03-01,2021-03-01,False
228341,158269,Eunephthya,365,SpecWoRMS,2020-05-20,2020-05-20,False
228529,158291,Ptilella,365,SpecWoRMS,2020-05-20,2020-05-20,False
229251,158326,Aristaeomorpha foliacea,365,SpecWoRMS,2020-09-08,2020-09-08,False
228575,158562,Anguilla rostrata,365,SpecWoRMS,2020-05-22,2020-05-22,False
234297,158723,Holtbyrnia innesi,365,SpecWoRMS,2021-06-15,2021-06-15,False
234298,158736,Stomias affinis,365,SpecWoRMS,2021-06-15,2021-06-15,False
234299,158796,Ceratias uranoscopus,365,SpecWoRMS,2021-06-15,2021-06-15,False
229473,158812,Istiophorus platypterus,365,SpecWoRMS,2020-10-05,2020-10-05,False
234300,158843,Astronesthes richardsoni,365,SpecWoRMS,2021-06-15,2021-06-15,False
229481,158879,Limanda ferruginea,365,SpecWoRMS,2020-10-05,2020-10-05,False
234301,158895,Hygophum macrochir,365,SpecWoRMS,2021-06-15,2021-06-15,False
234302,158900,Lobianchia dofleini,365,SpecWoRMS,2021-06-15,2021-06-15,False
234303,158901,Lobianchia gemellarii,365,SpecWoRMS,2021-06-15,2021-06-15,False
234304,158909,Nannobrachium atrum,365,SpecWoRMS,2021-06-15,2021-06-15,False
234305,158913,Notoscopelus bolini,365,SpecWoRMS,2021-06-15,2021-06-15,False
234306,158914,Notoscopelus caudispinosus,365,SpecWoRMS,2021-06-15,2021-06-15,False
196502,158915,Notoscopelus elongatus,365,SpecWoRMS,2018-06-18,2021-05-27,False
234307,158916,Notoscopelus resplendens,365,SpecWoRMS,2021-06-15,2021-06-15,False
234308,158917,Protomyctophum arcticum,365,SpecWoRMS,2021-06-15,2021-06-15,False
234309,158918,Symbolophorus rufinus,365,SpecWoRMS,2021-06-15,2021-06-15,False
156435,158939,Anas acuta,365,SpecWoRMS,2016-05-26,2016-05-26,False
156436,158941,Anas clypeata,365,SpecWoRMS,2016-05-26,2016-05-26,False
156433,158943,Anas crecca,365,SpecWoRMS,2016-05-26,2016-05-26,False
137420,158960,Coryphaenoides rupestris,365,SpecWoRMS,2013-05-02,2019-04-15,False
156463,158968,Tringa nebularia,365,SpecWoRMS,2016-05-26,2016-05-26,False
156462,158970,Tringa totanus,365,SpecWoRMS,2016-05-26,2016-05-26,False
228787,159019,Pagophilus groenlandicus,365,SpecWoRMS,2020-07-09,2020-07-09,False
156461,159029,Tringa erythropus,365,SpecWoRMS,2016-05-26,2016-05-26,False
156458,159034,Limosa lapponica,365,SpecWoRMS,2016-05-26,2016-05-26,False
156457,159035,Limosa limosa,365,SpecWoRMS,2016-05-26,2016-05-26,False
156460,159037,Numenius arquata,365,SpecWoRMS,2016-05-26,2016-05-26,False
156459,159040,Numenius phaeopus,365,SpecWoRMS,2016-05-26,2016-05-26,False
156474,159046,Philomachus pugnax,365,SpecWoRMS,2016-05-26,2016-05-26,False
156473,159047,Calidris alpina,365,SpecWoRMS,2016-05-26,2016-05-26,False
156471,159049,Calidris ferruginea,365,SpecWoRMS,2016-05-26,2016-05-26,False
156472,159052,Calidris maritima,365,SpecWoRMS,2016-05-26,2016-05-26,False
234310,159067,Brotula barbata,365,SpecWoRMS,2021-06-15,2021-06-15,False
156469,159084,Calidris alba,365,SpecWoRMS,2016-05-26,2016-05-26,False
156425,159088,Cygnus columbianus,365,SpecWoRMS,2016-05-26,2016-05-26,False
156426,159089,Cygnus cygnus,365,SpecWoRMS,2016-05-26,2016-05-26,False
156424,159090,Cygnus olor,365,SpecWoRMS,2016-05-26,2016-05-26,False
156445,159097,Mergus merganser,365,SpecWoRMS,2016-05-26,2016-05-26,False
156446,159098,Mergus serrator,365,SpecWoRMS,2016-05-26,2016-05-26,False
156485,159115,Egretta garzetta,365,SpecWoRMS,2016-05-26,2016-05-26,False
156453,159135,Pluvialis apricaria,365,SpecWoRMS,2016-05-26,2016-05-26,False
156454,159137,Pluvialis squatarola,365,SpecWoRMS,2016-05-26,2016-05-26,False
156452,159142,Vanellus vanellus,365,SpecWoRMS,2016-05-26,2016-05-26,False
156427,159159,Anser albifrons,365,SpecWoRMS,2016-05-26,2016-05-26,False
156438,159164,Aythya fuligula,365,SpecWoRMS,2016-05-26,2016-05-26,False
156432,159168,Anas penelope,365,SpecWoRMS,2016-05-26,2016-05-26,False
156439,159172,Aythya marila,365,SpecWoRMS,2016-05-26,2016-05-26,False
156430,159175,Branta bernicla,365,SpecWoRMS,2016-05-26,2016-05-26,False
156428,159176,Branta canadensis,365,SpecWoRMS,2016-05-26,2016-05-26,False
156429,159177,Branta leucopsis,365,SpecWoRMS,2016-05-26,2016-05-26,False
156444,159197,Bucephala clangula,365,SpecWoRMS,2016-05-26,2016-05-26,False
138942,159267,Zoarces americanus,365,SpecWoRMS,2013-11-28,2013-11-28,False
234311,159330,Melamphaes pumilus,365,SpecWoRMS,2021-06-15,2021-06-15,False
229352,159342,Scomberomorus maculatus,365,SpecWoRMS,2020-09-15,2020-09-15,False
229353,159483,Chloroscombrus chrysurus,365,SpecWoRMS,2020-09-15,2020-09-15,False
229465,159789,Etelis oculatus,365,SpecWoRMS,2020-10-05,2020-10-05,False
229391,159811,Stenotomus chrysops,365,SpecWoRMS,2020-09-24,2020-09-24,False
228431,163084,Axinellida,365,SpecWoRMS,2020-05-20,2020-05-20,False
234312,163921,Ctenophora,365,SpecWoRMS,2021-06-15,2021-06-15,False
228432,164811,Demospongiae,365,SpecWoRMS,2020-05-20,2020-05-20,False
229256,166837,Petrosia (Petrosia) ficiformis,365,SpecWoRMS,2020-09-08,2020-09-08,False
229262,167,Sacoglossa,365,SpecWoRMS,2020-09-08,2020-09-08,False
228530,167882,Antho (Antho) dichotoma,365,SpecWoRMS,2020-05-20,2020-05-20,False
228342,168379,Semisuberites cribrosa,365,SpecWoRMS,2020-05-20,2020-05-20,False
228343,168640,Mycale (Mycale) lingua,365,SpecWoRMS,2020-05-20,2020-05-20,False
228344,169676,Ianthellidae,365,SpecWoRMS,2020-05-20,2020-05-20,False
228433,169682,Hexadella dedritifera,365,SpecWoRMS,2020-05-20,2020-05-20,False
228434,170654,Polymastia penicillus,365,SpecWoRMS,2020-05-20,2020-05-20,False
228531,170657,Polymastia thielei,365,SpecWoRMS,2020-05-20,2020-05-20,False
228345,170671,Radiella,365,SpecWoRMS,2020-05-20,2020-05-20,False
228532,170674,Radiella hemisphaerica,365,SpecWoRMS,2020-05-20,2020-05-20,False
228346,171330,Craniella cranium,365,SpecWoRMS,2020-05-20,2020-05-20,False
232289,171347,Craniella polyura,365,SpecWoRMS,2021-04-06,2021-04-06,False
228533,171358,Craniella zetlandica,365,SpecWoRMS,2020-05-20,2020-05-20,False
228435,172017,Asconema foliatum,365,SpecWoRMS,2020-05-20,2020-05-20,False
228274,172121,Vazella pourtalesii,365,SpecWoRMS,2020-05-20,2020-05-20,False
228347,173579,Umbellula pallida,365,SpecWoRMS,2020-05-20,2020-05-20,False
228534,177727,Corallium johnsoni,365,SpecWoRMS,2020-05-20,2020-05-20,False
228275,177818,Eunicella modesta,365,SpecWoRMS,2020-05-20,2020-05-20,False
228348,177823,Chrysogorgia elegans,365,SpecWoRMS,2020-05-20,2020-05-20,False
228436,177833,Calyptrophora,365,SpecWoRMS,2020-05-20,2020-05-20,False
228276,177835,Calyptrophora josephinae,365,SpecWoRMS,2020-05-20,2020-05-20,False
228437,177838,Narella bellissima,365,SpecWoRMS,2020-05-20,2020-05-20,False
229255,1806,Echinodermata,365,SpecWoRMS,2020-09-08,2020-09-08,False
234313,181381,Histioteuthis reversa,365,SpecWoRMS,2021-06-15,2021-06-15,False
234314,181386,Cranchia scabra,365,SpecWoRMS,2021-06-15,2021-06-15,False
229585,181504,Pteroeides griseum,365,SpecWoRMS,2020-11-05,2020-11-05,False
229463,181580,Corbicula fluminea,365,SpecWoRMS,2020-10-05,2020-10-05,False
228349,182878,Scleroptilum,365,SpecWoRMS,2020-05-20,2020-05-20,False
228535,182941,Acanthogorgia granulata,365,SpecWoRMS,2020-05-20,2020-05-20,False
228350,183062,Chrysogorgia agassizi,365,SpecWoRMS,2020-05-20,2020-05-20,False
234315,183350,Plesionika richardi,365,SpecWoRMS,2021-06-15,2021-06-15,False
228438,183413,Scleroptilum grandiflorum,365,SpecWoRMS,2020-05-20,2020-05-20,False
228536,183476,Umbellula durissima,365,SpecWoRMS,2020-05-20,2020-05-20,False
228277,183484,Virgularia gracilis,365,SpecWoRMS,2020-05-20,2020-05-20,False
228351,185002,Stylocordyla pellita,365,SpecWoRMS,2020-05-20,2020-05-20,False
228352,190175,Axinella rugosa,365,SpecWoRMS,2020-05-20,2020-05-20,False
232132,191325,Geodia parva,365,SpecWoRMS,2021-03-01,2021-03-01,False
228439,193289,Reniera tubulosa,365,SpecWoRMS,2020-05-20,2020-05-20,False
228353,195837,Aphrocallistes beatrix beatrix,365,SpecWoRMS,2020-05-20,2020-05-20,False
249343,196332,Cymatiidae,365,SpecWoRMS,2021-09-15,2021-09-15,False
168722,2,Animala,365,SpecWoRMS,2016-11-04,2021-05-27,False
229592,205077,Macropodia,365,SpecWoRMS,2020-11-05,2020-11-05,False
228440,205164,Gorgonella,365,SpecWoRMS,2020-05-20,2020-05-20,False
232290,205600,Canda,365,SpecWoRMS,2021-04-06,2021-04-06,False
234316,2081,Chaetognatha,365,SpecWoRMS,2021-06-15,2021-06-15,False
234317,210438,Acanthephyra quadrispinosa,365,SpecWoRMS,2021-06-15,2021-06-15,False
156470,212600,Calidris minuta,365,SpecWoRMS,2016-05-26,2016-05-26,False
156450,212609,Himantopus himantopus,365,SpecWoRMS,2016-05-26,2016-05-26,False
156456,212611,Charadrius alexandrinus,365,SpecWoRMS,2016-05-26,2016-05-26,False
156455,212619,Charadrius hiaticula,365,SpecWoRMS,2016-05-26,2016-05-26,False
156451,212721,Recurvirostra avosetta,365,SpecWoRMS,2016-05-26,2016-05-26,False
234318,212899,Notostomus gibbosus,365,SpecWoRMS,2021-06-15,2021-06-15,False
234319,212900,Oplophorus gracilirostris,365,SpecWoRMS,2021-06-15,2021-06-15,False
141092,213,Pectinidae,365,SpecWoRMS,2014-11-25,2019-04-15,False
234320,217720,Symbolophorus barnardi,365,SpecWoRMS,2021-06-15,2021-06-15,False
234321,217724,Scopelarchus guentheri,365,SpecWoRMS,2021-06-15,2021-06-15,False
229467,217800,Genypterus capensis,365,SpecWoRMS,2020-10-05,2020-10-05,False
229482,218436,Seriola lalandi,365,SpecWoRMS,2020-10-05,2020-10-05,False
232309,218467,Plagiogeneion rubiginosum,365,SpecWoRMS,2021-04-07,2021-04-07,False
228938,218773,Pseudopentaceros richardsoni,365,SpecWoRMS,2020-07-15,2020-07-15,False
232280,219379,Amblygobius albimaculatus,365,SpecWoRMS,2021-03-31,2021-04-07,False
234322,219745,Cubiceps baxteri,365,SpecWoRMS,2021-06-15,2021-06-15,False
234323,221512,Sigmops elongatus,365,SpecWoRMS,2021-06-15,2021-06-15,False
168742,223863,Diplodus sargus sargus,365,SpecWoRMS,2016-11-04,2016-11-04,False
168816,223866,Salmo trutta trutta,365,SpecWoRMS,2016-11-04,2016-11-04,False
228295,22549,Antipatharia,365,SpecWoRMS,2020-05-20,2020-05-20,False
156464,225916,Tringa glareola,365,SpecWoRMS,2016-05-26,2016-05-26,False
228375,22612,Hexactinellida,365,SpecWoRMS,2020-05-20,2020-05-20,False
228376,22805,Stylasteridae,365,SpecWoRMS,2020-05-20,2020-05-20,False
249342,23019,Cymbuliidae,365,SpecWoRMS,2021-09-15,2021-09-15,False
156437,232037,Aythya ferina,365,SpecWoRMS,2016-05-26,2016-05-26,False
156447,232039,Mergellus albellus,365,SpecWoRMS,2016-05-26,2016-05-26,False
156480,232041,Polysticta stelleri,365,SpecWoRMS,2016-05-26,2016-05-26,False
156431,232042,Tadorna tadorna,365,SpecWoRMS,2016-05-26,2016-05-26,False
156410,232052,Larus michahellis,365,SpecWoRMS,2016-05-26,2016-05-26,False
156448,232054,Fulica atra,365,SpecWoRMS,2016-05-26,2016-05-26,False
229314,233,Solenidae,365,SpecWoRMS,2020-09-15,2020-09-15,False
229478,234700,Dissostichus eleginoides,365,SpecWoRMS,2020-10-05,2020-10-05,False
168822,236461,Scomberesox saurus saurus,365,SpecWoRMS,2016-11-04,2016-11-04,False
169800,236462,Gasterosteus aculeatus aculeatus,365,SpecWoRMS,2017-04-04,2017-04-04,False
168739,236470,Diplodus cervinus cervinus,365,SpecWoRMS,2016-11-04,2016-11-04,False
228838,236487,Auxis rochei rochei,365,SpecWoRMS,2020-07-13,2020-07-13,False
229593,236488,Zeugopterus regius,365,SpecWoRMS,2020-11-05,2020-11-05,False
229594,236492,Synapturichthys kleinii,365,SpecWoRMS,2020-11-05,2020-11-05,False
234324,240799,Gennadas talismani,365,SpecWoRMS,2021-06-15,2021-06-15,False
234325,240809,Acanthephyra acanthitelsonis,365,SpecWoRMS,2021-06-15,2021-06-15,False
234326,240811,Ephyrina ombango,365,SpecWoRMS,2021-06-15,2021-06-15,False
229462,243,Veneridae,365,SpecWoRMS,2020-10-05,2020-10-05,False
202593,246388,Penaeus kerathurus,365,SpecWoRMS,2020-04-15,2020-04-15,False
228537,248205,Alcyonium,365,SpecWoRMS,2020-05-20,2020-05-20,False
138915,254529,Myoxocephalus quadricornis,365,SpecWoRMS,2013-11-27,2020-07-09,False
228441,254643,Geodia phlegraei,365,SpecWoRMS,2020-05-20,2020-05-20,False
228442,267316,Chrysopathes,365,SpecWoRMS,2020-05-20,2020-05-20,False
228443,267486,Hicksonella,365,SpecWoRMS,2020-05-20,2020-05-20,False
228444,267854,Stauropathes,365,SpecWoRMS,2020-05-20,2020-05-20,False
228354,267926,Trissopathes,365,SpecWoRMS,2020-05-20,2020-05-20,False
228278,267934,Tylopathes,365,SpecWoRMS,2020-05-20,2020-05-20,False
234327,269039,Ego,365,SpecWoRMS,2021-06-15,2021-06-15,False
168838,271684,Torpedo marmorata,365,SpecWoRMS,2016-11-04,2020-05-13,False
229595,271691,Torpedo torpedo,365,SpecWoRMS,2020-11-05,2020-11-05,False
138951,272030,Atherina presbyter,365,SpecWoRMS,2013-11-28,2020-09-08,False
234328,272087,Omosudis lowii,365,SpecWoRMS,2021-06-15,2021-06-15,False
139158,272392,Malacocephalus laevis,365,SpecWoRMS,2013-12-09,2020-09-08,False
234329,272556,Diceratias pileatus,365,SpecWoRMS,2021-06-15,2021-06-15,False
234330,272698,Diaphus vanhoeffeni,365,SpecWoRMS,2021-06-15,2021-06-15,False
234331,272718,Lampanyctus vadulus,365,SpecWoRMS,2021-06-15,2021-06-15,False
168797,272728,Notoscopelus kroyeri,365,SpecWoRMS,2016-11-04,2016-11-04,False
229354,273146,Brama australis,365,SpecWoRMS,2020-09-15,2020-09-15,False
228939,273148,Brama japonica,365,SpecWoRMS,2020-07-15,2020-07-15,False
228796,273303,Trachurus murphyi,365,SpecWoRMS,2020-07-09,2020-07-27,False
138931,273571,Symphodus melops,365,SpecWoRMS,2013-11-28,2020-09-02,False
228797,273675,Cubiceps caeruleus,365,SpecWoRMS,2020-07-09,2020-07-27,False
228987,273810,Sarda chiliensis chiliensis,365,SpecWoRMS,2020-07-27,2020-07-27,False
249351,273960,Dentex canariensis,365,SpecWoRMS,2021-09-15,2021-09-15,False
228845,273962,Dentex dentex,365,SpecWoRMS,2020-07-13,2020-07-13,False
229596,273964,Dentex gibbosus,365,SpecWoRMS,2020-11-05,2020-11-05,False
196165,274100,Lycodes gracilis,365,SpecWoRMS,2018-05-04,2018-05-04,False
228852,274299,Microchirus azevia,365,SpecWoRMS,2020-07-13,2020-07-13,False
229597,274300,Microchirus boscanion,365,SpecWoRMS,2020-11-05,2020-11-05,False
139164,274304,Microchirus variegatus,365,SpecWoRMS,2013-12-09,2020-07-13,False
137421,274878,Chelidonichthys spinosus,365,SpecWoRMS,2013-05-02,2015-12-18,False
234332,274956,Ichthyococcus polli,365,SpecWoRMS,2021-06-15,2021-06-15,False
137915,274967,Argyropelecus olfersii,365,SpecWoRMS,2013-11-26,2013-11-26,False
234333,275008,Aristostomias xenostoma,365,SpecWoRMS,2021-06-15,2021-06-15,False
234334,275058,Chauliodus schmidti,365,SpecWoRMS,2021-06-15,2021-06-15,False
234335,275180,Stomias lampropeltis,365,SpecWoRMS,2021-06-15,2021-06-15,False
229466,275247,Stephanolepis cirrhifer,365,SpecWoRMS,2020-10-05,2020-10-05,False
234336,275830,Gigantura chuni,365,SpecWoRMS,2021-06-15,2021-06-15,False
234337,275866,Nannobrachium isaacsi,365,SpecWoRMS,2021-06-15,2021-06-15,False
229355,276891,Centroberyx affinis,365,SpecWoRMS,2020-09-15,2020-09-15,False
228576,277418,Awaous commersoni,365,SpecWoRMS,2020-05-22,2020-05-22,False
229460,279987,Brachypterois serrulata,365,SpecWoRMS,2020-10-05,2020-10-05,False
228806,282185,Pelecus cultratus,365,SpecWoRMS,2020-07-09,2020-07-27,False
229469,282468,Pseudophycis bachus,365,SpecWoRMS,2020-10-05,2020-10-05,False
232307,282855,Squalius cephalus,365,SpecWoRMS,2021-04-07,2021-04-07,False
228803,283150,Vimba vimba,365,SpecWoRMS,2020-07-09,2020-07-27,False
228538,283816,Pachycerianthus borealis,365,SpecWoRMS,2020-05-20,2020-05-20,False
232291,283935,Antipathes viminalis,365,SpecWoRMS,2021-04-06,2021-04-06,False
228539,283936,Antipathes virgata,365,SpecWoRMS,2020-05-20,2020-05-20,False
228540,286092,Acanthogorgia truncata,365,SpecWoRMS,2020-05-20,2020-05-20,False
228445,286120,Chrysogorgia flexilis,365,SpecWoRMS,2020-05-20,2020-05-20,False
228279,286147,Chrysogorgia squamata,365,SpecWoRMS,2020-05-20,2020-05-20,False
228355,286160,Radicipes fragilis,365,SpecWoRMS,2020-05-20,2020-05-20,False
228446,286186,Eunicella dubia,365,SpecWoRMS,2020-05-20,2020-05-20,False
228280,286299,Acanella eburnea,365,SpecWoRMS,2020-05-20,2020-05-20,False
228281,286316,Keratoisis grandis,365,SpecWoRMS,2020-05-20,2020-05-20,False
228356,286321,Keratoisis palmae,365,SpecWoRMS,2020-05-20,2020-05-20,False
228357,286355,Muriceides chamaeleon,365,SpecWoRMS,2020-05-20,2020-05-20,False
228358,286362,Muriceides furcata,365,SpecWoRMS,2020-05-20,2020-05-20,False
228282,286418,Swiftia miniata,365,SpecWoRMS,2020-05-20,2020-05-20,False
228541,286574,Thouarella (Thouarella) variabilis,365,SpecWoRMS,2020-05-20,2020-05-20,False
228542,286859,Stephanocyathus (Acinocyathus) spiniger,365,SpecWoRMS,2020-05-20,2020-05-20,False
228359,287366,Alcyonium haddoni,365,SpecWoRMS,2020-05-20,2020-05-20,False
228283,287520,Telesto rigida,365,SpecWoRMS,2020-05-20,2020-05-20,False
228284,287653,Calyptrophora japonica,365,SpecWoRMS,2020-05-20,2020-05-20,False
228543,287811,Euplexaura pinnata,365,SpecWoRMS,2020-05-20,2020-05-20,False
228360,289447,Antipathella subpinnata,365,SpecWoRMS,2020-05-20,2020-05-20,False
228285,289506,Bellonella bocagei,365,SpecWoRMS,2020-05-20,2020-05-20,False
228544,290118,Hicksonella expansa,365,SpecWoRMS,2020-05-20,2020-05-20,False
228286,290178,Iciligorgia schrammi,365,SpecWoRMS,2020-05-20,2020-05-20,False
228545,290186,Incrustatus comauensis,365,SpecWoRMS,2020-05-20,2020-05-20,False
228287,291111,Stauropathes arctica,365,SpecWoRMS,2020-05-20,2020-05-20,False
228288,291112,Stauropathes punctata,365,SpecWoRMS,2020-05-20,2020-05-20,False
228289,291179,Tanacetipathes squamosa,365,SpecWoRMS,2020-05-20,2020-05-20,False
228361,291867,Ellisella flagellum,365,SpecWoRMS,2020-05-20,2020-05-20,False
228362,292017,Muriceides sceptrum,365,SpecWoRMS,2020-05-20,2020-05-20,False
228363,292564,Acanella normani,365,SpecWoRMS,2020-05-20,2020-05-20,False
228290,293252,Craniella longipilis,365,SpecWoRMS,2020-05-20,2020-05-20,False
234338,293496,Teleostei,365,SpecWoRMS,2021-06-15,2021-06-15,False
169801,293624,Liparis liparis liparis,365,SpecWoRMS,2017-04-04,2017-04-04,False
137422,293632,Mullus barbatus barbatus,365,SpecWoRMS,2013-05-02,2015-12-18,False
228798,293729,Sarda chiliensis,365,SpecWoRMS,2020-07-09,2020-07-27,True
234339,293738,Scopelogadus mizolepis mizolepis,365,SpecWoRMS,2021-06-15,2021-06-15,False
234340,319394,Monacoa grimaldii,365,SpecWoRMS,2021-06-15,2021-06-15,False
234341,325345,Pteropoda,365,SpecWoRMS,2021-06-15,2021-06-15,False
234342,341899,Mastigoteuthis glaukopis,365,SpecWoRMS,2021-06-15,2021-06-15,False
229476,342064,Illex argentinus,365,SpecWoRMS,2020-10-05,2020-10-05,False
234343,342104,Pterygioteuthis gemmata,365,SpecWoRMS,2021-06-15,2021-06-15,False
199814,342138,Sepia hierredda,365,SpecWoRMS,2019-05-08,2019-05-08,False
228546,347758,Pennatula (invalid reference, use 128495 instead),365,SpecWoRMS,2020-05-20,2020-09-16,True
137423,367297,Raja brachyura,365,SpecWoRMS,2013-05-02,2019-04-15,False
229475,368412,Squalomorphi,365,SpecWoRMS,2020-10-05,2020-10-05,False
228364,370776,Haliclona urceolus,365,SpecWoRMS,2020-05-20,2020-05-20,False
234344,398363,Sigmops bathyphilus,365,SpecWoRMS,2021-06-15,2021-06-15,False
139106,398381,Coelorinchus caelorhincus,365,SpecWoRMS,2013-12-09,2020-09-08,False
228577,400596,Trisopterus esmarki,365,SpecWoRMS,2020-05-22,2020-05-22,False
229232,405451,Gymnocephalus cernua,365,SpecWoRMS,2020-09-03,2020-09-03,False
228447,411555,Alcyoniina,365,SpecWoRMS,2020-05-20,2020-05-20,False
137908,416357,Alosa agone,365,SpecWoRMS,2013-11-26,2013-11-26,False
156423,416678,Platalea leucorodia,365,SpecWoRMS,2016-05-26,2016-05-26,False
234345,431717,Gbroidea,365,SpecWoRMS,2021-06-15,2021-06-15,False
156419,445503,Puffinus mauretanicus,365,SpecWoRMS,2016-05-26,2016-05-26,False
156403,465358,Chroicocephalus ridibundus,365,SpecWoRMS,2016-05-26,2016-05-26,False
169802,465693,Rhabdocalyptus mirabilis,365,SpecWoRMS,2017-04-04,2017-04-04,False
234346,468742,Pasythea,365,SpecWoRMS,2021-06-15,2021-06-15,False
228365,472931,Stichopathes gravieri,365,SpecWoRMS,2020-05-20,2020-05-20,False
228448,472932,Parantipathes hirondelle,365,SpecWoRMS,2020-05-20,2020-05-20,False
229589,476518,Monoplex corrugatus,365,SpecWoRMS,2020-11-05,2020-11-05,False
229540,51,Mollusca,365,SpecWoRMS,2020-11-05,2020-11-05,False
234347,514087,Altelatipes brevirostris,365,SpecWoRMS,2021-06-15,2021-06-15,False
228291,517651,Clavularia armata,365,SpecWoRMS,2020-05-20,2020-05-20,False
228366,517664,Clavularia elongata,365,SpecWoRMS,2020-05-20,2020-05-20,False
